ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0002-3083-6613,Adam Baker,"University of Oxford, University of Oxford Worcester College",A comparative study of artificial intelligence and human doctors for the   purpose of triage and diagnosis,1970,"  Online symptom checkers have significant potential to improve patient care, however their reliability and accuracy remain variable. We hypothesised that an artificial intelligence (AI) powered triage and diagnostic system would compare favourably with human doctors with respect to triage and diagnostic accuracy. We performed a prospective validation study of the accuracy and safety of an AI powered triage and diagnostic system. Identical cases were evaluated by both an AI system and human doctors. Differential diagnoses and triage outcomes were evaluated by an independent judge, who was blinded from knowing the source (AI system or human doctor) of the outcomes. Independently of these cases, vignettes from publicly available resources were also assessed to provide a benchmark to previous studies and the diagnostic component of the MRCGP exam. Overall we found that the Babylon AI powered Triage and Diagnostic System was able to identify the condition modelled by a clinical vignette with accuracy comparable to human doctors (in terms of precision and recall). In addition, we found that the triage advice recommended by the AI System was, on average, safer than that of human doctors, when compared to the ranges of acceptable triage provided by independent expert judges, with only a minimal reduction in appropriateness. ",Kein DOI-Link verfügbar,1806.10698v1,Yes,potent(1)
0000-0003-2167-1623,Zhuocong Xiao,University of Cambridge,Ferrotronics for the creation of band gaps in Graphene,1970,"  We experimentally demonstrate a simple graphene/ ferrolectric device, termed Ferrotronic (electronic effect from ferroelectric) device in which the band-structure of single-layer graphene is modified. The device architecture consists of graphene deposited on a ferroelectric substrate which encodes a periodic surface potential achieved through domain engineering. This structure takes advantage of the nature of conduction through graphene to modulate the Fermi velocity of the charge carriers by the variations in surface potential, leading to the emergence of energy mini-bands and a band gap at the superlattice Brillouin zone boundary. Our work represents a simple route to building circuits whose functionality is controlled by the underlying substrate. ",Kein DOI-Link verfügbar,2112.07444v1,Yes,potent(2)
0000-0002-5552-4536,Eiko Yoneki,University of Cambridge,IA2: Leveraging Instance-Aware Index Advisor with Reinforcement Learning   for Diverse Workloads,1970,"  This study introduces the Instance-Aware Index Advisor (IA2), a novel deep reinforcement learning (DRL)-based approach for optimizing index selection in databases facing large action spaces of potential candidates. IA2 introduces the Twin Delayed Deep Deterministic Policy Gradient - Temporal Difference State-Wise Action Refinery (TD3-TD-SWAR) model, enabling efficient index selection by understanding workload-index dependencies and employing adaptive action masking. This method includes a comprehensive workload model, enhancing its ability to adapt to unseen workloads and ensuring robust performance across diverse database environments. Evaluation on benchmarks such as TPC-H reveals IA2's suggested indexes' performance in enhancing runtime, securing a 40% reduction in runtime for complex TPC-H workloads compared to scenarios without indexes, and delivering a 20% improvement over existing state-of-the-art DRL-based index advisors. ",https://doi.org/10.1145/3642970.3655839,2404.05777v2,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",PMFL: Partial Meta-Federated Learning for heterogeneous tasks and its   applications on real-world medical records,1970,"  Federated machine learning is a versatile and flexible tool to utilize distributed data from different sources, especially when communication technology develops rapidly and an unprecedented amount of data could be collected on mobile devices nowadays. Federated learning method exploits not only the data but the computational power of all devices in the network to achieve more efficient model training. Nevertheless, while most traditional federated learning methods work well for homogeneous data and tasks, adapting the method to a different heterogeneous data and task distribution is challenging. This limitation has constrained the applications of federated learning in real-world contexts, especially in healthcare settings. Inspired by the fundamental idea of meta-learning, in this study we propose a new algorithm, which is an integration of federated learning and meta-learning, to tackle this issue. In addition, owing to the advantage of transfer learning for model generalization, we further improve our algorithm by introducing partial parameter sharing. We name this method partial meta-federated learning (PMFL). Finally, we apply the algorithms to two medical datasets. We show that our algorithm could obtain the fastest training speed and achieve the best performance when dealing with heterogeneous medical datasets. ",Kein DOI-Link verfügbar,2112.05321v2,Yes,versatile(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Pancreatic Cancer ROSE Image Classification Based on Multiple Instance   Learning with Shuffle Instances,1970,"  The rapid on-site evaluation (ROSE) technique can significantly ac-celerate the diagnostic workflow of pancreatic cancer by immediately analyzing the fast-stained cytopathological images with on-site pathologists. Computer-aided diagnosis (CAD) using the deep learning method has the potential to solve the problem of insufficient pathology staffing. However, the cancerous patterns of ROSE images vary greatly between different samples, making the CAD task extremely challenging. Besides, due to different staining qualities and various types of acquisition devices, the ROSE images also have compli-cated perturbations in terms of color distribution, brightness, and contrast. To address these challenges, we proposed a novel multiple instance learning (MIL) approach using shuffle patches containing the instances, which adopts the patch-based learning strategy of Vision Transformers. With the re-grouped bags of shuffle instances and their bag-level soft labels, the approach utilizes a MIL head to make the model focus on the features from the pancreatic cancer cells, rather than that from various perturbations in ROSE images. Simultaneously, combined with a classification head, the model can effectively identify the gen-eral distributive patterns across different instances. The results demonstrate the significant improvements in the classification accuracy with more accurate at-tention regions, indicating that the diverse patterns of ROSE images are effec-tively extracted, and the complicated perturbations of ROSE images are signifi-cantly eliminated. It also suggests that the MIL with shuffle instances has great potential in the analysis of cytopathological images. ",Kein DOI-Link verfügbar,2206.03080v1,Yes,potent(2)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Uncertainty-Based Extensible Codebook for Discrete Federated Learning in   Heterogeneous Data Silos,1970,"  Federated learning (FL), aimed at leveraging vast distributed datasets, confronts a crucial challenge: the heterogeneity of data across different silos. While previous studies have explored discrete representations to enhance model generalization across minor distributional shifts, these approaches often struggle to adapt to new data silos with significantly divergent distributions. In response, we have identified that models derived from FL exhibit markedly increased uncertainty when applied to data silos with unfamiliar distributions. Consequently, we propose an innovative yet straightforward iterative framework, termed Uncertainty-Based Extensible-Codebook Federated Learning (UEFL). This framework dynamically maps latent features to trainable discrete vectors, assesses the uncertainty, and specifically extends the discretization dictionary or codebook for silos exhibiting high uncertainty. Our approach aims to simultaneously enhance accuracy and reduce uncertainty by explicitly addressing the diversity of data distributions, all while maintaining minimal computational overhead in environments characterized by heterogeneous data silos. Through experiments conducted on five datasets, our method has demonstrated its superiority, achieving significant improvements in accuracy (by 3%--22.1%) and uncertainty reduction (by 38.83%--96.24%), thereby outperforming contemporary state-of-the-art methods. The source code is available at https://github.com/destiny301/uefl. ",Kein DOI-Link verfügbar,2402.18888v2,Yes,innovative(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Leveraging LLMs to Predict Affective States via Smartphone Sensor   Features,1970,"  As mental health issues for young adults present a pressing public health concern, daily digital mood monitoring for early detection has become an important prospect. An active research area, digital phenotyping, involves collecting and analysing data from personal digital devices such as smartphones (usage and sensors) and wearables to infer behaviours and mental health. Whilst this data is standardly analysed using statistical and machine learning approaches, the emergence of large language models (LLMs) offers a new approach to make sense of smartphone sensing data. Despite their effectiveness across various domains, LLMs remain relatively unexplored in digital mental health, particularly in integrating mobile sensor data. Our study aims to bridge this gap by employing LLMs to predict affect outcomes based on smartphone sensing data from university students. We demonstrate the efficacy of zero-shot and few-shot embedding LLMs in inferring general wellbeing. Our findings reveal that LLMs can make promising predictions of affect measures using solely smartphone sensing data. This research sheds light on the potential of LLMs for affective state prediction, emphasizing the intricate link between smartphone behavioral patterns and affective states. To our knowledge, this is the first work to leverage LLMs for affective state prediction and digital phenotyping tasks. ",Kein DOI-Link verfügbar,2407.08240v1,Yes,"intricate(1), potent(1)"
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Channel Estimation and Projection for RIS-assisted MIMO Using Zadoff-Chu   Sequences,1970,"  The reconfigurable intelligent surface (RIS) technology is a promising enabler for millimeter wave (mmWave) wireless communications, as it can potentially provide spectral efficiency comparable to the conventional massive multiple-input multiple-output (MIMO) but with significantly lower hardware complexity. In this paper, we focus on the estimation and projection of the uplink RIS-aided massive MIMO channel, which can be time-varying. We propose to let the user equipments (UE) transmit Zadoff-Chu (ZC) sequences and let the base station (BS) conduct maximum likelihood (ML) estimation of the uplink channel. The proposed scheme is computationally efficient: it uses ZC sequences to decouple the estimation of the frequency and time offsets; it uses the space-alternating generalized expectation-maximization (SAGE) method to reduce the high-dimensional problem due to the multipaths to multiple lower-dimensional ones per path. Owing to the estimation of the Doppler frequency offsets, the time-varying channel state can be projected, which can significantly lower the overhead of the pilots for channel estimation. The numerical simulations verify the effectiveness of the proposed scheme. ",Kein DOI-Link verfügbar,2202.10038v1,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Predicting Affective States from Screen Text Sentiment,1970,"  The proliferation of mobile sensing technologies has enabled the study of various physiological and behavioural phenomena through unobtrusive data collection from smartphone sensors. This approach offers real-time insights into individuals' physical and mental states, creating opportunities for personalised treatment and interventions. However, the potential of analysing the textual content viewed on smartphones to predict affective states remains underexplored. To better understand how the screen text that users are exposed to and interact with can influence their affects, we investigated a subset of data obtained from a digital phenotyping study of Australian university students conducted in 2023. We employed linear regression, zero-shot, and multi-shot prompting using a large language model (LLM) to analyse relationships between screen text and affective states. Our findings indicate that multi-shot prompting substantially outperforms both linear regression and zero-shot prompting, highlighting the importance of context in affect prediction. We discuss the value of incorporating textual and sentiment data for improving affect prediction, providing a basis for future advancements in understanding smartphone use and wellbeing. ",https://doi.org/10.1145/3675094.3678489,2408.12844v1,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",In-Plane Magnon Valve Effect in Magnetic Insulator/Heavy Metal/ Magnetic   Insulator Device,1970,"  We propose an in-plane magnon valve (MV), a sandwich structure composed of ferromagnetic insulator/heavy metal/ferromagnetic insulator (MI/HM/MI). When the magnetizations of the two MI layers are parallel, the longitudinal conductance in the HM layer is greater than that in the antiparallel state according to the magnetic proximity effect, termed as the in-plane magnon valve effect. We investigate the dependence of MV ratio (MVR), which is the relative change in longitudinal conductance between the parallel and antiparallel MV states, on the difference in electronic structure between magnetized and non-magnetized metal atoms, revealing that MVR can reach 100%. Additionally, the dependence of MVR on the thickness of metal layer is analyzed, revealing an exponential decrease with increasing thickness. Then we investigate the dependence of HM layer conductance on the relative angle between the magnetizations of two MI layers, illustrating the potential of MV as a magneto-sensitive magnonic sensor. We also investigate the effect of Joule heating on the measurement signal based on the spin Seebeck effect. Two designed configurations are proposed according to whether the electron current is parallel or perpendicular to the magnetization of the MI layer. In the parallel configuration, the transverse voltage differs between the parallel and antiparallel MV states. While in the perpendicular configuration, the longitudinal resistance differs. Quantitative numerical results indicate the feasibility of detecting a voltage signal using the first configuration in experiments. Our work contributes valuable insights for the design, development and integration of magnon devices ",Kein DOI-Link verfügbar,2312.17413v1,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",IDentity with Locality: An ideal hash for gene sequence search,1970,"  Gene sequence search is a fundamental operation in computational genomics. Due to the petabyte scale of genome archives, most gene search systems now use hashing-based data structures such as Bloom Filters (BF). The state-of-the-art systems such as Compact bit-slicing signature index (COBS) and Repeated And Merged Bloom filters (RAMBO) use BF with Random Hash (RH) functions for gene representation and identification. The standard recipe is to cast the gene search problem as a sequence of membership problems testing if each subsequent gene substring (called kmer) of Q is present in the set of kmers of the entire gene database D. We observe that RH functions, which are crucial to the memory and the computational advantage of BF, are also detrimental to the system performance of gene-search systems. While subsequent kmers being queried are likely very similar, RH, oblivious to any similarity, uniformly distributes the kmers to different parts of potentially large BF, thus triggering excessive cache misses and causing system slowdown. We propose a novel hash function called the Identity with Locality (IDL) hash family, which co-locates the keys close in input space without causing collisions. This approach ensures both cache locality and key preservation. IDL functions can be a drop-in replacement for RH functions and help improve the performance of information retrieval systems. We give a simple but practical construction of IDL function families and show that replacing the RH with IDL functions reduces cache misses by a factor of 5x, thus improving query and indexing times of SOTA methods such as COBS and RAMBO by factors up to 2x without compromising their quality. We also provide a theoretical analysis of the false positive rate of BF with IDL functions. Our hash function is the first study that bridges Locality Sensitive Hash (LSH) and RH to obtain cache efficiency. ",Kein DOI-Link verfügbar,2406.14901v1,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Fixed-price Diffusion Mechanism Design,1970,"  We consider a fixed-price mechanism design setting where a seller sells one item via a social network, but the seller can only directly communicate with her neighbours initially. Each other node in the network is a potential buyer with a valuation derived from a common distribution. With a standard fixed-price mechanism, the seller can only sell the item among her neighbours. To improve her revenue, she needs more buyers to join in the sale. To achieve this, we propose the very first fixed-price mechanism to incentivize the seller's neighbours to inform their neighbours about the sale and to eventually inform all buyers in the network to improve seller's revenue. Compared with the existing mechanisms for the same purpose, our mechanism does not require the buyers to reveal their valuations and it is computationally easy. More importantly, it guarantees that the improved revenue is at least 1/2 of the optimal. ",Kein DOI-Link verfügbar,1905.05450v1,Yes,potent(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Cost Sharing for Connectivity with Budget,1970,"  We consider a cost sharing problem to connect all nodes in a weighted undirected graph, where the weight of each edge represents the cost to use the edge for the connectivity and the cost has to be shared among all connected nodes. There is one node called the source to which all the other nodes want to connect and it does not share the costs of the connectivity. As a node may need to go through other nodes to reach the source, the intermediate nodes may behave strategically to block the connection by cutting the edges adjacent to them. To prevent such strategical behavior, we design cost sharing mechanisms to incentivize all nodes not to cut any edge so that we can minimize the total cost for connecting all the nodes. ",Kein DOI-Link verfügbar,2201.05976v2,Yes,strategically(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Cost Sharing under Private Valuation and Connection Control,1970,"  We consider a cost sharing problem on a weighted undirected graph, where all the nodes want to connect to a special node called source, and they need to share the total cost (weights) of the used edges. Each node except for the source has a private valuation of the connection, and it may block others' connections by strategically cutting its adjacent edges to reduce its cost share, which may increase the total cost. We aim to design mechanisms to prevent the nodes from misreporting their valuations and cutting their adjacent edges. We first show that it is impossible for such a mechanism to further satisfy budget balance (cover the total cost) and efficiency (maximize social welfare). Then, we design two feasible cost sharing mechanisms that incentivize each node to offer all its adjacent edges and truthfully report its valuation, and also satisfy either budget balance or efficiency. ",Kein DOI-Link verfügbar,2303.03083v1,Yes,strategically(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Cost Sharing under Private Costs and Connection Control on Directed   Acyclic Graphs,1970,"  We consider a cost sharing problem on a weighted directed acyclic graph (DAG) with a source node to which all the other nodes want to connect. The cost (weight) of each edge is private information reported by multiple contractors, and among them, only one contractor is selected as the builder. All the nodes except for the source need to share the total cost of the used edges. However, they may block others' connections to the source by strategically cutting their outgoing edges to reduce their cost share, which may increase the total cost of connectivity. To minimize the total cost of connectivity, we design a cost sharing mechanism to incentivize each node to offer all its outgoing edges and each contractor to report all the edges' weights truthfully, and show the properties of the proposed mechanism. In addition, our mechanism outperforms the two benchmark mechanisms. ",Kein DOI-Link verfügbar,2311.08903v1,Yes,strategically(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",DarkGS: Learning Neural Illumination and 3D Gaussians Relighting for   Robotic Exploration in the Dark,1970,"  Humans have the remarkable ability to construct consistent mental models of an environment, even under limited or varying levels of illumination. We wish to endow robots with this same capability. In this paper, we tackle the challenge of constructing a photorealistic scene representation under poorly illuminated conditions and with a moving light source. We approach the task of modeling illumination as a learning problem, and utilize the developed illumination model to aid in scene reconstruction. We introduce an innovative framework that uses a data-driven approach, Neural Light Simulators (NeLiS), to model and calibrate the camera-light system. Furthermore, we present DarkGS, a method that applies NeLiS to create a relightable 3D Gaussian scene model capable of real-time, photorealistic rendering from novel viewpoints. We show the applicability and robustness of our proposed simulator and system in a variety of real-world environments. ",Kein DOI-Link verfügbar,2403.10814v1,Yes,innovative(1)
0000-0003-4252-6070,Tianyi Zhang,"University of Cambridge, University of Cambridge Clare College",Testing of Autonomous Driving Systems: Where Are We and Where Should We   Go?,1970,"  Autonomous driving has shown great potential to reform modern transportation. Yet its reliability and safety have drawn a lot of attention and concerns. Compared with traditional software systems, autonomous driving systems (ADSs) often use deep neural networks in tandem with logic-based modules. This new paradigm poses unique challenges for software testing. Despite the recent development of new ADS testing techniques, it is not clear to what extent those techniques have addressed the needs of ADS practitioners. To fill this gap, we present the first comprehensive study to identify the current practices and needs of ADS testing. We conducted semi-structured interviews with developers from 10 autonomous driving companies and surveyed 100 developers who have worked on autonomous driving systems. A systematic analysis of the interview and survey data revealed 7 common practices and 4 emerging needs of autonomous driving testing. Through a comprehensive literature review, we developed a taxonomy of existing ADS testing techniques and analyzed the gap between ADS research and practitioners' needs. Finally, we proposed several future directions for SE researchers, such as developing test reduction techniques to accelerate simulation-based ADS testing. ",Kein DOI-Link verfügbar,2106.12233v5,Yes,potent(1)
