ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0002-3501-1696,Christoph Meier,"Massachusetts Institute of Technology (MIT), Technical University of Munich (TUM)",A highly efficient computational approach for part-scale microstructure   predictions in Ti-6Al-4V additive manufacturing,1970,"  Fast and efficient simulations of metal additive manufacturing (AM) processes are highly relevant to exploring the full potential of this promising manufacturing technique. The microstructure composition plays an important role in characterizing the part quality and deriving mechanical properties. When complete parts are simulated, one often needs to resort to strong simplifications such as layer-wise heating due to the large number of simulated time steps compared to the small time step sizes. This article proposes a scan-resolved approach to the coupled thermo-microstructural problem. Building on a highly efficient thermal model, we discuss the implementation of a phenomenological microstructure model for the evolution of the three main constituents of Ti-6Al-4V: stable $\alpha_s$-phase, martensite $\alpha_m$-phase and $\beta$-phase. The implementation is tailored to modern hardware features using vectorization and fast approximations of transcendental functions. A performance model and numerical examples verify the high degree of optimization. We demonstrate the applicability and predictive power of the approach and the influence of scan strategy and geometry. Depending on the specific example, results can be obtained with moderate computational resources in a few hours to days. The numerical examples include a prediction of the microstructure on the full NIST AM Benchmark cantilever specimen. ",Kein DOI-Link verfügbar,2402.17580v1,Yes,potent(1)
0000-0002-3501-1696,Christoph Meier,"Massachusetts Institute of Technology (MIT), Technical University of Munich (TUM)",A highly efficient computational framework for fast scan-resolved   simulations of metal additive manufacturing processes on the scale of real   parts,1970,"  This article proposes a novel high-performance computing approach for the prediction of the temperature field in powder bed fusion (PBF) additive manufacturing processes. In contrast to many existing approaches to part-scale simulations, the underlying computational model consistently resolves physical scan tracks without additional heat source scaling, agglomeration strategies or any other heuristic modeling assumptions. A growing, adaptively refined mesh accurately captures all details of the laser beam motion. Critically, the fine spatial resolution required for resolved scan tracks in combination with the high scan velocities underlying these processes mandates the use of comparatively small time steps to resolve the underlying physics. Explicit time integration schemes are well-suited for this setting, while unconditionally stable implicit time integration schemes are employed for the interlayer cool down phase governed by significantly larger time scales. These two schemes are combined and implemented in an efficient fast operator evaluation framework providing significant performance gains and optimization opportunities. The capabilities of the novel framework are demonstrated through realistic AM examples on the centimeter scale including the first scan-resolved simulation of the entire NIST AM Benchmark cantilever specimen, with a computation time of less than one day. Apart from physical insights gained through these simulation examples, also numerical aspects are thoroughly studied on basis of weak and strong parallel scaling tests. As potential applications, the proposed thermal PBF simulation framework can serve as a basis for microstructure and thermo-mechanical predictions on the part-scale, but also to assess the influence of scan pattern and part geometry on melt pool shape and temperature, which are important indicators for well-known process instabilities. ",Kein DOI-Link verfügbar,2302.05164v3,Yes,potent(1)
0000-0002-3501-1696,Christoph Meier,"Massachusetts Institute of Technology (MIT), Technical University of Munich (TUM)","A Versatile SPH Modeling Framework for Coupled Microfluid-Powder   Dynamics in Additive Manufacturing: Binder Jetting, Material Jetting,   Directed Energy Deposition and Powder Bed Fusion",1970,"  Many additive manufacturing (AM) technologies rely on powder feedstock, which is fused to form the final part either by melting or by chemical binding with subsequent sintering. In both cases, process stability and resulting part quality depend on dynamic interactions between powder particles and a fluid phase, i.e., molten metal or liquid binder. The present work proposes a versatile computational modeling framework for simulating such coupled microfluid-powder dynamics problems involving thermo-capillary flow and reversible phase transitions. In particular, a liquid and a gas phase are interacting with a solid phase that consists of a substrate and mobile powder particles while simultaneously considering temperature-dependent surface tension and wetting effects. In case of laser-metal interactions, the effect of rapid evaporation is incorporated through additional mechanical and thermal interface fluxes. All phase domains are spatially discretized using smoothed particle hydrodynamics. The method's Lagrangian nature is beneficial in the context of dynamically changing interface topologies. Special care is taken in the formulation of phase transitions, which is crucial for the robustness of the computational scheme. While the underlying model equations are of a very general nature, the proposed framework is especially suitable for the mesoscale modeling of various AM processes. To this end, the generality and robustness of the computational modeling framework is demonstrated by several application-motivated examples representing the specific AM processes binder jetting, material jetting, directed energy deposition, and powder bed fusion. Among others, it is shown how the dynamic impact of droplets in binder jetting or the evaporation-induced recoil pressure in powder bed fusion leads to powder motion, distortion of the powder packing structure, and powder particle ejection. ",Kein DOI-Link verfügbar,2201.01677v2,Yes,versatile(1)
0000-0002-3501-1696,Christoph Meier,"Massachusetts Institute of Technology (MIT), Technical University of Munich (TUM)",Patient-specific coronary angioplasty simulations -- a mixed-dimensional   finite element modeling approach,1970,"  Coronary angioplasty with stent implantation is the most frequently used interventional treatment for coronary artery disease. However, reocclusion within the stent, referred to as in-stent restenosis, occurs in up to 10% of lesions. It is widely accepted that mechanical loads on the vessel wall strongly affect adaptive and maladaptive mechanisms. Yet, the role of procedural and lesion-specific influence on restenosis risk remains understudied. Computational modeling of the stenting procedure can provide new mechanistic insights, such as local stresses, that play a significant role in tissue growth and remodeling. Previous simulation studies often featured simplified artery and stent geometries and cannot be applied to real-world examples. Realistic simulations were computationally expensive since they featured fully resolved stenting device models. The aim of this work is to develop and present a mixed-dimensional formulation to simulate the patient-specific stenting procedure with a reduced-dimensional beam model for the stent and 3D models for the artery. In addition to presenting the numerical approach, we apply it to realistic cases to study the intervention's mechanical effect on the artery and correlate the findings with potential high-risk locations for in-stent restenosis. We found that high artery wall stresses develop during the coronary intervention in severely stenosed areas and at the stent boundaries. Herewith, we lay the groundwork for further studies towards preventing in-stent restenosis after coronary angioplasty. ",Kein DOI-Link verfügbar,2407.13276v1,Yes,potent(1)
0000-0002-3501-1696,Christoph Meier,"Massachusetts Institute of Technology (MIT), Technical University of Munich (TUM)",Physics-Based Modeling and Predictive Simulation of Powder Bed Fusion   Additive Manufacturing Across Length Scales,1970,"  Powder bed fusion additive manufacturing (PBFAM) of metals has the potential to enable new paradigms of product design, manufacturing and supply chains while accelerating the realization of new technologies in the medical, aerospace, and other industries. Currently, wider adoption of PBFAM is held back by difficulty in part qualification, high production costs and low production rates, as extensive process tuning, post-processing, and inspection are required before a final part can be produced and deployed. Physics-based modeling and predictive simulation of PBFAM offers the potential to advance fundamental understanding of physical mechanisms that initiate process instabilities and cause defects. In turn, these insights can help link process and feedstock parameters with resulting part and material properties, thereby predicting optimal processing conditions and inspiring the development of improved processing hardware, strategies and materials. This work presents recent developments of our research team in the modeling of metal PBFAM processes spanning length scales, namely mesoscale powder modeling, mesoscale melt pool modeling, macroscale thermo-solid-mechanical modeling and microstructure modeling. Ongoing work in experimental validation of these models is also summarized. In conclusion, we discuss the interplay of these individual submodels within an integrated overall modeling approach, along with future research directions. ",https://doi.org/10.1002/gamm.202100014,2103.16982v2,Yes,potent(2)
0000-0001-6252-7658,Matthew Baugh,"Imperial College London, Imperial College London Department of Computing",Trade-offs in Fine-tuned Diffusion Models Between Accuracy and   Interpretability,1970,"  Recent advancements in diffusion models have significantly impacted the trajectory of generative machine learning research, with many adopting the strategy of fine-tuning pre-trained models using domain-specific text-to-image datasets. Notably, this method has been readily employed for medical applications, such as X-ray image synthesis, leveraging the plethora of associated radiology reports. Yet, a prevailing concern is the lack of assurance on whether these models genuinely comprehend their generated content. With the evolution of text-conditional image generation, these models have grown potent enough to facilitate object localization scrutiny. Our research underscores this advancement in the critical realm of medical imaging, emphasizing the crucial role of interpretability. We further unravel a consequential trade-off between image fidelity as gauged by conventional metrics and model interpretability in generative diffusion models. Specifically, the adoption of learnable text encoders when fine-tuning results in diminished interpretability. Our in-depth exploration uncovers the underlying factors responsible for this divergence. Consequently, we present a set of design principles for the development of truly interpretable generative models. Code is available at https://github.com/MischaD/chest-distillation. ",Kein DOI-Link verfügbar,2303.17908v2,Yes,potent(1)
0000-0001-6252-7658,Matthew Baugh,"Imperial College London, Imperial College London Department of Computing",DISYRE: Diffusion-Inspired SYnthetic REstoration for Unsupervised   Anomaly Detection,1970,"  Unsupervised Anomaly Detection (UAD) techniques aim to identify and localize anomalies without relying on annotations, only leveraging a model trained on a dataset known to be free of anomalies. Diffusion models learn to modify inputs $x$ to increase the probability of it belonging to a desired distribution, i.e., they model the score function $\nabla_x \log p(x)$. Such a score function is potentially relevant for UAD, since $\nabla_x \log p(x)$ is itself a pixel-wise anomaly score. However, diffusion models are trained to invert a corruption process based on Gaussian noise and the learned score function is unlikely to generalize to medical anomalies. This work addresses the problem of how to learn a score function relevant for UAD and proposes DISYRE: Diffusion-Inspired SYnthetic REstoration. We retain the diffusion-like pipeline but replace the Gaussian noise corruption with a gradual, synthetic anomaly corruption so the learned score function generalizes to medical, naturally occurring anomalies. We evaluate DISYRE on three common Brain MRI UAD benchmarks and substantially outperform other methods in two out of the three tasks. ",Kein DOI-Link verfügbar,2311.15453v2,Yes,potent(1)
0000-0002-0201-4874,Wenjun Guo,Imperial College London,Different Regular Black Holes: Geodesic Structures of Test Particles,1970,"  This paper investigates the metric of previously proposed regular black holes, calculates their effective potentials, and plots the curves of the effective potentials. By determining the conserved quantities, the dynamical equations for particles and photons near the black hole are derived. The analysis encompasses timelike and null geodesics in different spacetimes, including bound geodesics, unstable circular geodesics, stable circular geodesics, and escape geodesics. The findings are presented through figures and tables. Furthermore, the bound geodesics of the four regular black hole spacetimes are analyzed, examining the average distance of particle orbits from the center of the event horizon, the precession behavior of the perihelion, and the probability of particles appearing inside the outer event horizon during motion. Based on these analyses, a general formula is proposed, which yields the existing metrics when specific parameter values are chosen. The impact of parameter variations on the effective potential and geodesics is then computed using this new formula. ",Kein DOI-Link verfügbar,2309.12932v1,Yes,potent(3)
0000-0002-0201-4874,Wenjun Guo,Imperial College London,Scalar field quasinormal modes of noncommutative high dimensional   Schwarzschild-Tangherlini black hole spacetime with smeared matter sources,1970,"  We investigate the massless scalar quasinormal modes (QNMs) of the noncommutative $D$-dimensional Schwarzschild-Tangherlini black hole spacetime in this paper. By using the Wentzel-Kramers-Brillouin (WKB) approximation method, the asymptotic iterative method (AIM) and the inverted potential method (IPM) method, we made a detail analysis of the massless scalar QNM frequencies by varying the general smeared matter distribution and the allowable characteristic parameters ($k$ and $\theta$) corresponding to different dimensions. It is found that the nonconvergence of the high order WKB approximation exists in the QNMs frequencies of scalar perturbation around the noncommutative $D$-dimensional Schwarzschild black holes. We conclude that the 3rd WKB result should be more reliable than those of the high order WKB method since our numerical results are also verified by the AIM method and the IPM method. In the dimensional range of $4\leq D \leq7$, the scalar QNMs as a function of the different papameters (the noncommutative parameter $\theta$, the smeared matter distribution parameter $k$, the multipole number $l$ and the main node number $n$) are obtained. Moreover, we study the dynamical evolution of a scalar field in the background of the noncommutative high dimensional Schwarzschild-Tangherlini black hole. ",https://doi.org/10.1016/j.nuclphysb.2020.115217,2012.00320v1,Yes,potent(1)
0000-0002-0201-4874,Wenjun Guo,Imperial College London,Quasinormal modes of scalar field coupled to Einstein's tensor in the   non-commutative geometry inspired black hole,1970,"  We investigate the quasinormal modes (QNMs) of the scalar field coupled to the Einstein's tensor in the non-commutative geometry inspired black hole spacetime. It is found that the lapse function of the non-commutative black hole metric can be represented by a Kummer's confluent hypergeometric function, which can effectively solve the problem that the numerical results of the QNMs are sensitive to the model parameters and make the QNMs values more reliable. We make a careful analysis of the scalar QNM frequencies by using several numerical methods, and find that the numerical results obtained by the new WKB method (the Pad\'e approximants) and the Mashhoon method (P$\ddot{\text{o}}$schl-Teller potential method) are quite different from those obtained by the asymptotic iterative method (AIM) and time-domain integration method when the non-commutative parameter $\theta$ and coupling parameter $\eta$ are large. The most obvious difference is that the numerical results obtained by the AIM and the time-domain integration method appear a critical value $\eta_c$ with an increase of $\eta$, which leads to the dynamical instability. After carefully analyzing the numeral results, we conclude that the numerical results obtained by the AIM and the time-domain integration method are closer to the theoretical values than those obtained by the WKB method and the Mashhoon method, when the $\theta$ and $\eta$ are large. Moreover, through a numerical fitting, we obtain that the functional relationship between the threshold $\eta_c$ and the non-commutative parameter $\theta$ satisfies $\eta_{c}=a\theta^{b}+c$ for a fixed $l$ approximately. We find that the stability of dynamics can be ensured in the $\eta<\eta_c(\theta, l)$ region. ",https://doi.org/10.1016/j.nuclphysb.2021.115595,2012.03004v2,Yes,potent(1)
0000-0002-6946-727X,Chenying Liu,"New College, University of Oxford, University of Oxford",CromSS: Cross-modal pre-training with noisy labels for remote sensing   image segmentation,1970,"  We study the potential of noisy labels y to pretrain semantic segmentation models in a multi-modal learning framework for geospatial applications. Specifically, we propose a novel Cross-modal Sample Selection method (CromSS) that utilizes the class distributions P^{(d)}(x,c) over pixels x and classes c modelled by multiple sensors/modalities d of a given geospatial scene. Consistency of predictions across sensors $d$ is jointly informed by the entropy of P^{(d)}(x,c). Noisy label sampling we determine by the confidence of each sensor d in the noisy class label, P^{(d)}(x,c=y(x)). To verify the performance of our approach, we conduct experiments with Sentinel-1 (radar) and Sentinel-2 (optical) satellite imagery from the globally-sampled SSL4EO-S12 dataset. We pair those scenes with 9-class noisy labels sourced from the Google Dynamic World project for pretraining. Transfer learning evaluations (downstream task) on the DFC2020 dataset confirm the effectiveness of the proposed method for remote sensing image segmentation. ",Kein DOI-Link verfügbar,2405.01217v1,Yes,potent(1)
0000-0002-6946-727X,Chenying Liu,"New College, University of Oxford, University of Oxford",AutoLCZ: Towards Automatized Local Climate Zone Mapping from Rule-Based   Remote Sensing,1970,"  Local climate zones (LCZs) established a standard classification system to categorize the landscape universe for improved urban climate studies. Existing LCZ mapping is guided by human interaction with geographic information systems (GIS) or modelled from remote sensing (RS) data. GIS-based methods do not scale to large areas. However, RS-based methods leverage machine learning techniques to automatize LCZ classification from RS. Yet, RS-based methods require huge amounts of manual labels for training.   We propose a novel LCZ mapping framework, termed AutoLCZ, to extract the LCZ classification features from high-resolution RS modalities. We study the definition of numerical rules designed to mimic the LCZ definitions. Those rules model geometric and surface cover properties from LiDAR data. Correspondingly, we enable LCZ classification from RS data in a GIS-based scheme. The proposed AutoLCZ method has potential to reduce the human labor to acquire accurate metadata. At the same time, AutoLCZ sheds light on the physical interpretability of RS-based methods. In a proof-of-concept for New York City (NYC) we leverage airborne LiDAR surveys to model 4 LCZ features to distinguish 10 LCZ types. The results indicate the potential of AutoLCZ as promising avenue for large-scale LCZ mapping from RS data. ",Kein DOI-Link verfügbar,2405.13993v1,Yes,potent(2)
