ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0003-2119-9461,Klaus Morawetz,FH Münster,On a correspondence between classical and quantum particle systems,1970,  An exact correspondence is established between a $N$-body classical interacting system and a $N-1$-body quantum system with respect to the partition function. The resulting quantum-potential is a $N-1$-body one. Inversely the Kelbg potential is reproduced which describes quantum systems at a quasi-classical level. The found correspondence between classical and quantum systems allows also to approximate dense classical many body systems by lower order quantum perturbation theory replacing Planck's constant properly by temperature and density dependent expressions. As an example the dynamical behaviour of an one - component plasma is well reproduced concerning the formation of correlation energy after a disturbance utilising solely the analytical quantum - Born result for dense degenerated Fermi systems. As a practical guide the quantum - Bruckner parameter $r_s$ has been replaced by the classical plasma parameter $\Gamma$ as $r_s\approx0.3 \Gamma^{3/2}$ ,https://doi.org/10.1103/PhysRevE.66.022103,physics/0011059v3,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Exploring anomalies by many-body correlations,1970,"  The quantum anomaly can be written alternatively into a form violating conservation laws or as non-gauge invariant currents seen explicitly on the example of chiral anomaly. By reinterpreting the many-body averaging, the connection to Pauli-Villars regularization is established which gives the anomalous term a new interpretation as arising from quantum fluctuations by many-body correlations at short distances. This is exemplified by using an effective many-body quantum potential which realizes quantum Slater sums by classical calculations. It is shown that these quantum potentials avoid the quantum anomaly but approaches the same anomalous result by many-body correlations. A measure for the quality of quantum potentials is suggested to describe these quantum fluctuations in the mean energy. Consequently quantum anomalies might be a short-cut way of single-particle field theory to account for many-body effects. This conjecture is also supported since the chiral anomaly can be derived by a completely conserving quantum kinetic theory. ",Kein DOI-Link verfügbar,2004.01507v1,Yes,potent(3)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Shifts of the nuclear resonance in the vortex lattice in   YBa$_2$Cu$_3$O$_7$,1970,"  The NMR and NQR spectra of $^{63}$Cu in the CuO$_2$ plane of YBa$_2$Cu$_3$O$_7$ in the superconducting state are discussed in terms of the phenomenological theory of Ginzburg-Landau type extended to lower temperatures. We show that the observed spectra, Kumagai {\em et al.}, PRB {\bf 63}, 144502 (2001), can be explained by a standard theory of the Bernoulli potential with the charge transfer between CuO$_2$ planes and CuO chains assumed. ",https://doi.org/10.1103/PhysRevB.66.134525,cond-mat/0205595v2,Yes,potent(1)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Off-shell selfenergy for 1-D Fermi liquids,1970,"  The selfenergy in Born approximation including exchange of interacting one-dimensional systems is expressed in terms of a single integral about the potential which allows a fast and precise calculation for any potential analytically. The imaginary part of the self energy as damping of single-particle excitations shows a rich structure of different areas limited by single-particle and collective excitation lines. The corresponding spectral function reveals a pseudogap, a splitting of excitation into holons and antiholons as well as bound states. ",Kein DOI-Link verfügbar,2309.11428v2,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Formation of binary correlations in plasma,1970,"  The formation of binary correlations in plasma is studied from the quantum kinetic equation. It is shown that this formation is much faster than dissipation due to collisions, in hot (dense) plasma the correlations form on the timescale of inverse plasma frequency (Fermi energy). This hierarchy of characteristic times is used to derive analytical formulae for time dependency of the potential energy of binary interactions which measures the extent of correlations. We discuss the dynamical formation of screening and compare with the statical screened result.Comparisons are made with molecular dynamic simulations. In the low temperature limit we find an analytical expression for the formation of correlation which is general for any binary interaction. It can be applied in nuclear situations as well as dense metals. ",Kein DOI-Link verfügbar,cond-mat/9802303v2,Yes,potent(1)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Nonlocal Kinetic Equation and Simulations of Heavy Ion Reactions,1970,"  A kinetic equation which combines the quasiparticle drift of Landau's equation with a dissipation governed by a nonlocal and noninstantaneous scattering integral in the spirit of Enskog corrections is discussed. Numerical values of the off-shell contribution to the Wigner distribution, of the collision duration and of the collision nonlocality are presented for different realistic potentials. On preliminary results we show that simulations of quantum molecular dynamics extended by the nonlocal treatment of collisions leads to a broader proton distribution bringing the theoretical spectra closer towards the experimental values than the local approach. ",https://doi.org/10.1016/S0146-6410(99)00068-X,nucl-th/9811091v1,Yes,potent(1)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Budd-Vannimenus theorem for superconductors,1970,  The Budd-Vannimenus theorem is modified to the surface of superconductors in the Meissner state. This identity links the surface value of the electrostatic potential to the free energy in the bulk which allows one to evaluate the observed potential without the explicit solution of the charge profile at the surface. ,Kein DOI-Link verfügbar,cond-mat/0212152v2,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Vortex induced deformation of the superconductor crystal lattice,1970,  Deformation of the superconductor crystal lattice caused by Abrikosov vortices is formulated as a response of the elastic crystal lattice to electrostatic forces. It is shown that the lattice compression is linearly proportional to the electrostatic potential known as the Bernoulli potential. Eventual consequences of the crystal lattice deformation on the effective vortex mass are discussed. ,https://doi.org/10.1103/PhysRevB.76.052502,cond-mat/0609669v1,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Bernoulli potential at a superconductor surface,1970,  The electrostatic Bernoulli potential measured at the surface of a superconductor via Kelvin capacitive coupling is shown to be independent of the pairing mechanism. This contrasts with the Bernoulli potential in the bulk where contributions due to pairing dominate close to $T_c$. ,https://doi.org/10.1103/PhysRevB.65.012507,cond-mat/0104192v2,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Duration and non-locality of a nucleon-nucleon collision,1970,"  For a set of realistic nucleon-nucleon potentials we evaluate microscopic parameters of binary collisions: a time duration of the scattering state, a mean distance and a rotation of nucleons during a collision. These parameters enter the kinetic equation as non-instantaneous and non-local corrections of the scattering integral, i.e., they can be experimentally tested. Being proportional to off-shell derivatives of the scattering T-matrix, non-instantaneous and non-local corrections make it possible to compare the off-shell behavior of different potentials in a vicinity of the energy shell. The Bonn one-Boson-exchange (A-C) and Paris potentials are found to yield very close results, while the separable Paris potential differs. ",https://doi.org/10.1103/PhysRevC.59.3052,nucl-th/9811089v2,Yes,potent(4)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Conditions where RPA becomes exact in the high-density limit,1970,"  It is shown that in $d$-dimensional systems, the vertex corrections beyond the random phase approximation (RPA) or GW approximation scales with the power $d-\beta-\alpha$ of the Fermi momentum if the relation between Fermi energy and Fermi momentum is $\epsilon_{\rm f}\sim p_{\rm f}^\beta$ and the interacting potential possesses a momentum-power-law of $\sim p^{-\alpha}$. The condition $d-\beta-\alpha<0$ specifies systems where RPA is exact in the high-density limit. The one-dimensional structure factor is found to be the interaction-free one in the high-density limit for contact interaction. A cancellation of RPA and vertex corrections render this result valid up to second-order in contact interaction. For finite-range potentials of cylindrical wires a large-scale cancellation appears and found to be independent of the width parameter of the wire. The proposed high-density expansion agrees with the Quantum Monte Carlo simulations. ",Kein DOI-Link verfügbar,1802.10312v1,Yes,potent(2)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Electrostatic potential in a superconductor,1970,"  The electrostatic potential in a superconductor is studied. To this end Bardeen's extension of the Ginzburg-Landau theory to low temperatures is used to derive three Ginzburg-Landau equations - the Maxwell equation for the vector potential, the Schroedinger equation for the wave function and the Poisson equation for the electrostatic potential. The electrostatic and the thermodynamic potential compensate each other to a great extent resulting into an effective potential acting on the superconducting condensate. For the Abrikosov vortex lattice in Niobium, numerical solutions are presented and the different contributions to the electrostatic potential and the related charge distribution are discussed. ",https://doi.org/10.1103/PhysRevB.65.144511,cond-mat/0111214v1,Yes,potent(6)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Non-linear theory of deformable superconductors,1970,  Interaction of the superconducting condensate with deformations of the crystal lattice is formulated assuming the electrostatic potential of Bernoulli type and the effect of strain on material parameters. In the isotropic approximation it is shown that within the Ginzburg-Landau theory both contributions can be recast into the local but non-linear interaction term of the free energy. ,https://doi.org/10.1103/PhysRevB.78.174516,0806.3660v2,Yes,potent(1)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,The concept of correlated density and its application,1970,"  The correlated density appears in many physical systems ranging from dense interacting gases up to Fermi liquids which develop a coherent state at low temperatures, the superconductivity. One consequence of the correlated density is the Bernoulli potential in superconductors which compensates forces from dielectric currents. This Bernoulli potential allows to access material parameters. Though within the surface potential these contributions are largely canceled, the bulk measurements with NMR can access this potential. Recent experiments are explained and new ones suggested. The underlying quantum statistical theory in nonequilibrium is the nonlocal kinetic theory developed earlier. ",https://doi.org/10.1142/S0217979207043713,cond-mat/0612080v1,Yes,potent(4)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Exact ground-state properties of one-dimensional electron gas at high   density,1970,  The dynamical response theory is used to obtain an analytical expression for the exchange energy of a quantum wire for arbitrary polarization and width. It reproduces the known form of exchange energy for 1D electron gas in the limit of infinitely thin cylindrical and harmonic wires. The structure factor for these wires are also obtained analytically in the high-density or small $r_s$ limit. This structure factor enables us to get the {\it exact} correlation energy for both the wires and demonstrates that there are at least two methods to get the ideal Coulomb limit in one dimension. The structure factor and the correlation energy are found to be independent of the way the one-dimensional Coulomb potential is regularized. The analytical expression for the pair correlation function is also presented for small distances and provides a justification for the small $r_s$ expansion as long as $r_s< \frac{3}{2} \left(\frac{\pi^2}{\pi^2+3} \right)=1.15$. ,https://doi.org/10.1103/PhysRevB.101.075130,1909.09331v1,Yes,potent(1)
0000-0003-2119-9461,Klaus Morawetz,FH Münster,Bernoulli potential in type-I and weak type-II superconductors: III.   Electrostatic potential above the vortex lattice,1970,"  The electrostatic potential above the Abrikosov vortex lattice, discussed earlier by Blatter {\em et al.} {[}PRL {\bf 77}, 566 (1996){]}, is evaluated within the Ginzburg-Landau theory. Unlike previous studies we include the surface dipole. Close to the critical temperature, the surface dipole reduces the electrostatic potential to values below a sensitivity of recent sensors. At low temperatures the surface dipole is less effective and the electrostatic potential remains observable as predicted earlier. ",https://doi.org/10.1103/PhysRevB.71.024526,cond-mat/0409397v2,Yes,potent(3)
0000-0002-0192-6919,Joachim Breternitz,Münster Universität der Angewandte Wissenschaften,Mechanochemical Synthesis of the Lead-Free Double Perovskite   Cs2[AgIn]Br6 and its Optical Properties,1970,"  Hitting hard on the binary halides yields in the formation of Cs2[AgIn]Br6. The lead-free double perovskite marks, although not usable itself, a further step forward in finding sustainable and durable perovskite materials for photovoltaic applications. Cs2[AgIn]Br6 is one of the prominent examples of double perovskites materials that have been suggested to circumvent the use of lead compounds in perovskite solar cells. We herein report the successful synthesis of the material using a mechanochemical approach. It crystallizes in an elpasolite-type structure, an ordered perovskite superstructure, with a cell parameter of a = 11.00 {\AA}. However, the compound exhibits a relatively large optical bandgap of 2.36 eV and is unstable under illumination, which impedes its use as solar absorber material at this early stage. Still, substitution of lead and the potential of this synthesis method are promising as well as the fruitful combination of theoretical considerations with experimental materials discovery. ",Kein DOI-Link verfügbar,1810.11330v1,Yes,potent(1)
0000-0001-6554-6600,Frank Wackenhut,Hochschule Reutlingen,Hypericin: Single molecule spectroscopy of an active natural ingredient,1970,"  Hypericin can be found in nature in Hypericum perforatum (St. John's Wort) and has become subject of intense biochemical research. Studies report of antidepressive, antineoplastic, antitumor and antiviral activity of hypericin. Among the variety of potential applications hypericin can be used as photosensitizer in photodynamic therapy (PDT), where it is brought into cancer cells and produces singlet oxygen upon irradiation with a suitable light source. Therefore, the photophysical properties of hypericin are crucial for a successful application in a medical treatment. Here, we present the first single molecule optical spectroscopy study of hypericin. Its photostability is large enough to obtain single molecule fluorescence, surface enhanced Raman spectra (SERS), fluorescence lifetime, antibunching and blinking dynamics. Embedding hypericin in a PVA matrix changes the blinking dynamics, reduces the fluorescence lifetime and increases the photostability. Single molecule SERS spectra show both the neutral and deprotonated form of hypericin and exhibit sudden spectral changes, which can be associated with a reorientation of the single molecule with respect to the surface. ",https://doi.org/10.1021/acs.jpca.9b11532,1910.03921v1,Yes,potent(1)
0000-0002-8575-7525,Antonia Weber,Reutlingen Universität,The Bose-Marletto-Vedral proposal in different frames of reference and   the quantum nature of gravity,1970,"  Observing spatial entanglement in the Bose-Marletto-Vedral (BMV) experiment would demonstrate the existence of non-classical properties of the gravitational field. We show that the special relativistic invariance of the linear regime of general relativity implies that all the components of the gravitational potential must be non-classical. This is simply necessary in order to describe the BMV entanglement consistently across different inertial frames of reference. On the other hand, we show that the entanglement in accelerated frames could differ from that in stationary frames. ",Kein DOI-Link verfügbar,2406.14334v1,Yes,potent(1)
0000-0002-5126-8002,Michael Brunner,Reutlingen Universität,Risk Management Practices in Information Security: Exploring the Status   Quo in the DACH Region,1970,"  Information security management aims at ensuring proper protection of information values and information processing systems (i.e. assets). Information security risk management techniques are incorporated to deal with threats and vulnerabilities that impose risks to information security properties of these assets. This paper investigates the current state of risk management practices being used in information security management in the DACH region (Germany, Austria, Switzerland). We used an anonymous online survey targeting strategic and operative information security and risk managers and collected data from 26 organizations. We analyzed general practices, documentation artifacts, patterns of stakeholder collaboration as well as tool types and data sources used by enterprises to conduct information security management activities. Our findings show that the state of practice of information security risk management is in need of improvement. Current industrial practice heavily relies on manual data collection and complex potentially subjective decision processes with multiple stakeholders involved. Dedicated risk management tools and methods are used selectively and neglected in favor of general-purpose documentation tools and direct communication between stakeholders. In light of our results we propose guidelines for the development of risk management practices that are better aligned with the current operational situation in information security management. ",https://doi.org/10.1016/j.cose.2020.101776,2003.07674v1,Yes,potent(1)
0000-0002-5126-8002,Michael Brunner,Reutlingen Universität,Static quark potential and string tension for compact U(1) in (2+1)   dimensions,1970,"  Compact U(1) lattice gauge theory in (2+1) dimensions is studied on anisotropic lattices using Standard Path Integral Monte Carlo techniques. We extract the static quark potential and the string tension from 1.0 <= Dtau <= 0.333 simulations at 1.0 <= beta <= 3.0. Estimating the actual value of the renormalization constant, (c = 44), we observe the evidence of scaling in the string tension for 1.4142 <= beta <= 2.5; with the asymptotic behaviour in the large-beta limit given by K sqrt(beta) = e^(-2.494 beta +2.29). Extrapolations are made to the extreme anisotropic or ""Hamiltonian"" limit, and comparisons are made with previous estimates obtained by various other methods in the Hamiltonian formulation. ",Kein DOI-Link verfügbar,hep-lat/0208047v1,Yes,potent(1)
0000-0002-5126-8002,Michael Brunner,Reutlingen Universität,Path Integral Monte Carlo Approach to the U(1) Lattice Gauge Theory in   (2+1) Dimensions,1970,"  Path Integral Monte Carlo simulations have been performed for U(1) lattice gauge theory in (2+1) dimensions on anisotropic lattices. We extractthe static quark potential, the string tension and the low-lying ""glueball"" spectrum.The Euclidean string tension and mass gap decrease exponentially at weakcoupling in excellent agreement with the predictions of Polyakov and G{\"" o}pfert and Mack, but their magnitudes are five times bigger than predicted. Extrapolations are made to the extreme anisotropic or Hamiltonian limit, and comparisons are made with previous estimates obtained in the Hamiltonian formulation. ",https://doi.org/10.1103/PhysRevD.68.034504,hep-lat/0209159v5,Yes,potent(1)
0000-0003-2310-5895,Dominik Merli,Augsburg Universität der Angewandte Wissenschaften,On the Security of IO-Link Wireless Communication in the Safety Domain,1970,"  Security is an essential requirement of Industrial Control System (ICS) environments and its underlying communication infrastructure. Especially the lowest communication level within Supervisory Control and Data Acquisition (SCADA) systems - the field level - commonly lacks security measures. Since emerging wireless technologies within field level expose the lowest communication infrastructure towards potential attackers, additional security measures above the prevalent concept of air-gapped communication must be considered. Therefore, this work analyzes security aspects for the wireless communication protocol IO-LinkWireless (IOLW), which is commonly used for sensor and actuator field level communication. A possible architecture for an IOLW safety layer has already been presented recently [1]. In this paper, the overall attack surface of IOLW within its typical environment is analyzed and attack preconditions are investigated to assess the effectiveness of different security measures. Additionally, enhanced security measures are evaluated for the communication systems and the results are summarized. Also, interference of security measures and functional safety principles within the communication are investigated, which do not necessarily complement one another but may also have contradictory requirements. This work is intended to discuss and propose enhancements of the IOLW standard with additional security considerations in future implementations. ",Kein DOI-Link verfügbar,2207.12938v3,Yes,potent(1)
0000-0003-1320-0338,Kay Hofmann,Hochschule Osnabrück,Lane formation in gravitationally driven colloid mixtures consisting of   up to three different particle sizes,1970,"  Brownian dynamics simulations are utilized to study segregation phenomena far from thermodynamic equilibrium. In the present study, we expand upon the analysis of binary colloid mixtures and additionally introduce a third particle species to further our understanding of colloidal systems. Gravitationally driven, spherical colloids immersed in an implicit solvent are confined in two-dimensional linear microchannels. The interaction between the colloids is modeled by the Weeks-Chandler-Andersen potential, and the confinement of the colloids is realized by hard walls based on the solution of the Smoluchowski equation in half space. In binary and ternary colloidal systems, a difference in the driving force is achieved by differing colloid sizes, but fixed mass density. We observe for both the binary and ternary systems that a driving force difference induces a nonequilibrium phase transition to lanes. For ternary systems, we study the tendency of lane formation in dependence of the diameter of the medium-sized colloids. Here, we find a sweetspot for lane formation in ternary systems. Furthermore, we study the interaction of two differently sized colloids at the channel walls. Recently, we observed that driven large colloids push smaller colloids to the walls. This results in small particle lanes at the walls at early simulation times. In this work, we additionally find that thin lanes are unstable and dissolve over very long time frames. Furthermore, we observe a connection between lane formation and the nonuniform distribution of particles along the channel length. This nonuniform distribution occurs either alongside lane formation or in shared lanes (i.e. lanes consisting of two colloid types). ",https://doi.org/10.1103/PhysRevE.109.064601,2401.05067v1,Yes,potent(1)
0000-0002-1466-3206,Alexander Riedel,Ernst-Abbe-Hochschule Jena,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural   Machine Learning Models,1970,"  We present PyTorch Geometric Temporal a deep learning framework combining state-of-the-art machine learning algorithms for neural spatiotemporal signal processing. The main goal of the library is to make temporal geometric deep learning available for researchers and machine learning practitioners in a unified easy-to-use framework. PyTorch Geometric Temporal was created with foundations on existing libraries in the PyTorch eco-system, streamlined neural network layer definitions, temporal snapshot generators for batching, and integrated benchmark datasets. These features are illustrated with a tutorial-like case study. Experiments demonstrate the predictive performance of the models implemented in the library on real world problems such as epidemiological forecasting, ridehail demand prediction and web-traffic management. Our sensitivity analysis of runtime shows that the framework can potentially operate on web-scale datasets with rich temporal features and spatial structure. ",Kein DOI-Link verfügbar,2104.07788v3,Yes,potent(1)
0009-0003-9736-8775,Christopher Schneider,Ernst Abbe Universität der Angewandte Wissenschaften Jena,Optimized FTO seeding enables the growth of high efficient Ta-doped   TiO$_2$ nanorod photoanodes,1970,"  Tantalum doped rutile nanorods were hydrothermally grown on FTO substrates using a new seeding approach. This approach allows the incorporation of high concentrations of up to 4.8 at% tantalum as active doping and results in a significant enhancement of photoelectrochemical water splitting rate (1.8 mA/cm2 at a potential of +1.5 V vs RHE) which corresponds to ca. 1% photocurrent conversion efficiency under AM 1.5, 100 mW/cm2 simulated sunlight irradiation. ",https://doi.org/10.1039/C7CC05168A,2005.02266v1,Yes,potent(1)
