ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0002-8364-0876,Wenqiang Zhang,Tsinghua University,Hi-EF: Benchmarking Emotion Forecasting in Human-interaction,1970,"  Affective Forecasting, a research direction in psychology that predicts individuals future emotions, is often constrained by numerous external factors like social influence and temporal distance. To address this, we transform Affective Forecasting into a Deep Learning problem by designing an Emotion Forecasting paradigm based on two-party interactions. We propose a novel Emotion Forecasting (EF) task grounded in the theory that an individuals emotions are easily influenced by the emotions or other information conveyed during interactions with another person. To tackle this task, we have developed a specialized dataset, Human-interaction-based Emotion Forecasting (Hi-EF), which contains 3069 two-party Multilayered-Contextual Interaction Samples (MCIS) with abundant affective-relevant labels and three modalities. Hi-EF not only demonstrates the feasibility of the EF task but also highlights its potential. Additionally, we propose a methodology that establishes a foundational and referential baseline model for the EF task and extensive experiments are provided. The dataset and code is available at https://github.com/Anonymize-Author/Hi-EF. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0EA0DBC0>,Yes,potent(1)
0000-0002-8364-0876,Wenqiang Zhang,Tsinghua University,Adaptive Multi-modal Fusion of Spatially Variant Kernel Refinement with   Diffusion Model for Blind Image Super-Resolution,1970,"  Pre-trained diffusion models utilized for image generation encapsulate a substantial reservoir of a priori knowledge pertaining to intricate textures. Harnessing the potential of leveraging this a priori knowledge in the context of image super-resolution presents a compelling avenue. Nonetheless, prevailing diffusion-based methodologies presently overlook the constraints imposed by degradation information on the diffusion process. Furthermore, these methods fail to consider the spatial variability inherent in the estimated blur kernel, stemming from factors such as motion jitter and out-of-focus elements in open-environment scenarios. This oversight results in a notable deviation of the image super-resolution effect from fundamental realities. To address these concerns, we introduce a framework known as Adaptive Multi-modal Fusion of \textbf{S}patially Variant Kernel Refinement with Diffusion Model for Blind Image \textbf{S}uper-\textbf{R}esolution (SSR). Within the SSR framework, we propose a Spatially Variant Kernel Refinement (SVKR) module. SVKR estimates a Depth-Informed Kernel, which takes the depth information into account and is spatially variant. Additionally, SVKR enhance the accuracy of depth information acquired from LR images, allowing for mutual enhancement between the depth map and blur kernel estimates. Finally, we introduce the Adaptive Multi-Modal Fusion (AMF) module to align the information from three modalities: low-resolution images, depth maps, and blur kernels. This alignment can constrain the diffusion model to generate more authentic SR results. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0E9F8BD0>,Yes,"intricate(1), notable(1), potent(1)"
0000-0002-8364-0876,Wenqiang Zhang,Tsinghua University,Seeking Certainty In Uncertainty: Dual-Stage Unified Framework Solving   Uncertainty in Dynamic Facial Expression Recognition,1970,"  The contemporary state-of-the-art of Dynamic Facial Expression Recognition (DFER) technology facilitates remarkable progress by deriving emotional mappings of facial expressions from video content, underpinned by training on voluminous datasets. Yet, the DFER datasets encompass a substantial volume of noise data. Noise arises from low-quality captures that defy logical labeling, and instances that suffer from mislabeling due to annotation bias, engendering two principal types of uncertainty: the uncertainty regarding data usability and the uncertainty concerning label reliability. Addressing the two types of uncertainty, we have meticulously crafted a two-stage framework aiming at \textbf{S}eeking \textbf{C}ertain data \textbf{I}n extensive \textbf{U}ncertain data (SCIU). This initiative aims to purge the DFER datasets of these uncertainties, thereby ensuring that only clean, verified data is employed in training processes. To mitigate the issue of low-quality samples, we introduce the Coarse-Grained Pruning (CGP) stage, which assesses sample weights and prunes those deemed unusable due to their low weight. For samples with incorrect annotations, the Fine-Grained Correction (FGC) stage evaluates prediction stability to rectify mislabeled data. Moreover, SCIU is conceived as a universally compatible, plug-and-play framework, tailored to integrate seamlessly with prevailing DFER methodologies. Rigorous experiments across prevalent DFER datasets and against numerous benchmark methods substantiates SCIU's capacity to markedly elevate performance metrics. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0E9EB4C0>,Yes,"meticulous(1), meticulously(1)"
0000-0002-8364-0876,Wenqiang Zhang,Tsinghua University,A Survey on Facial Expression Recognition of Static and Dynamic Emotions,1970,"  Facial expression recognition (FER) aims to analyze emotional states from static images and dynamic sequences, which is pivotal in enhancing anthropomorphic communication among humans, robots, and digital avatars by leveraging AI technologies. As the FER field evolves from controlled laboratory environments to more complex in-the-wild scenarios, advanced methods have been rapidly developed and new challenges and apporaches are encounted, which are not well addressed in existing reviews of FER. This paper offers a comprehensive survey of both image-based static FER (SFER) and video-based dynamic FER (DFER) methods, analyzing from model-oriented development to challenge-focused categorization. We begin with a critical comparison of recent reviews, an introduction to common datasets and evaluation criteria, and an in-depth workflow on FER to establish a robust research foundation. We then systematically review representative approaches addressing eight main challenges in SFER (such as expression disturbance, uncertainties, compound emotions, and cross-domain inconsistency) as well as seven main challenges in DFER (such as key frame sampling, expression intensity variations, and cross-modal alignment). Additionally, we analyze recent advancements, benchmark performances, major applications, and ethical considerations. Finally, we propose five promising future directions and development trends to guide ongoing research. The project page for this paper can be found at https://github.com/wangyanckxx/SurveyFER. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0E9E9A30>,Yes,pivotal(1)
0000-0002-1478-3232,Lingting Zhu,The University of Hong Kong,Make-A-Volume: Leveraging Latent Diffusion Models for Cross-Modality 3D   Brain MRI Synthesis,1970,"  Cross-modality medical image synthesis is a critical topic and has the potential to facilitate numerous applications in the medical imaging field. Despite recent successes in deep-learning-based generative models, most current medical image synthesis methods rely on generative adversarial networks and suffer from notorious mode collapse and unstable training. Moreover, the 2D backbone-driven approaches would easily result in volumetric inconsistency, while 3D backbones are challenging and impractical due to the tremendous memory cost and training difficulty. In this paper, we introduce a new paradigm for volumetric medical data synthesis by leveraging 2D backbones and present a diffusion-based framework, Make-A-Volume, for cross-modality 3D medical image synthesis. To learn the cross-modality slice-wise mapping, we employ a latent diffusion model and learn a low-dimensional latent space, resulting in high computational efficiency. To enable the 3D image synthesis and mitigate volumetric inconsistency, we further insert a series of volumetric layers in the 2D slice-mapping model and fine-tune them with paired 3D data. This paradigm extends the 2D image diffusion model to a volumetric version with a slightly increasing number of parameters and computation, offering a principled solution for generic cross-modality 3D medical image synthesis. We showcase the effectiveness of our Make-A-Volume framework on an in-house SWI-MRA brain MRI dataset and a public T1-T2 brain MRI dataset. Experimental results demonstrate that our framework achieves superior synthesis results with volumetric consistency. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0CE33B00>,Yes,potent(1)
0000-0002-1478-3232,Lingting Zhu,The University of Hong Kong,Generative Enhancement for 3D Medical Images,1970,"  The limited availability of 3D medical image datasets, due to privacy concerns and high collection or annotation costs, poses significant challenges in the field of medical imaging. While a promising alternative is the use of synthesized medical data, there are few solutions for realistic 3D medical image synthesis due to difficulties in backbone design and fewer 3D training samples compared to 2D counterparts. In this paper, we propose GEM-3D, a novel generative approach to the synthesis of 3D medical images and the enhancement of existing datasets using conditional diffusion models. Our method begins with a 2D slice, noted as the informed slice to serve the patient prior, and propagates the generation process using a 3D segmentation mask. By decomposing the 3D medical images into masks and patient prior information, GEM-3D offers a flexible yet effective solution for generating versatile 3D images from existing datasets. GEM-3D can enable dataset enhancement by combining informed slice selection and generation at random positions, along with editable mask volumes to introduce large variations in diffusion sampling. Moreover, as the informed slice contains patient-wise information, GEM-3D can also facilitate counterfactual image synthesis and dataset-level de-enhancement with desired control. Experiments on brain MRI and abdomen CT images demonstrate that GEM-3D is capable of synthesizing high-quality 3D medical images with volumetric consistency, offering a straightforward solution for dataset enhancement during inference. The code is available at https://github.com/HKU-MedAI/GEM-3D. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0CE330B0>,Yes,versatile(1)
0000-0001-7224-9954,Yangyang Zhang,"Peking University, Peking University First Hospital",STAR-RIS Assisted Full-Duplex Communication Networks,1970,"  Different from conventional reconfigurable intelligent surfaces (RIS), a recent innovation called simultaneous transmitting and reflecting reconfigurable intelligent surface (STAR-RIS) has emerged, aimed at achieving complete 360-degree coverage in communication networks. Additionally, fullduplex (FD) technology is recognized as a potent approach for enhancing spectral efficiency by enabling simultaneous transmission and reception within the same time and frequency resources. In this study, we investigate the performance of a STAR-RIS-assisted FD communication system. The STAR-RIS is strategically placed at the cell-edge to facilitate communication for users located in this challenging region, while cell-center users can communicate directly with the FD base station (BS). We employ a non-orthogonal multiple access (NOMA) pairing scheme and account for system impairments, such as self-interference at the BS and imperfect successive interference cancellation (SIC). We derive closed-form expressions for the ergodic rates in both the up-link and down-link communications and extend our analysis to bidirectional communication between cell-center and cell-edge users. Furthermore, we formulate an optimization problem aimed at maximizing the ergodic sum-rate. This optimization involves adjusting the amplitudes and phase-shifts of the STAR-RIS elements and allocating total transmit power efficiently. To gain deeper insights into the achievable rates of STAR-RIS-aided FD systems, we explore the impact of various system parameters through numerical results. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0D001DA0>,Yes,"potent(1), strategically(1)"
0000-0001-7224-9954,Yangyang Zhang,"Peking University, Peking University First Hospital",Super-R BiFeO$_3$: Epitaxial stabilization of a low-symmetry phase with   giant electromechanical response,1970,"  Piezoelectrics interconvert mechanical energy and electric charge and are widely used in actuators and sensors. The best performing materials are ferroelectrics at a morphotropic phase boundary (MPB), where several phases can intimately coexist. Switching between these phases by electric field produces a large electromechanical response. In the ferroelectric BiFeO$_3$, strain can be used to create an MPB-like phase mixture and thus to generate large electric field dependent strains. However, this enhanced response occurs at localized, randomly positioned regions of the film, which potentially complicates nanodevice design. Here, we use epitaxial strain and orientation engineering in tandem - anisotropic epitaxy - to craft a hitherto unavailable low-symmetry phase of BiFeO$_3$ which acts as a structural bridge between the rhombohedral-like and tetragonal-like polymorphs. Interferometric displacement sensor measurements and first-principle calculations reveal that under external electric bias, this phase undergoes a transition to the tetragonal-like polymorph, generating a piezoelectric response enhanced by over 200%, and associated giant field-induced reversible strain. These results offer a new route to engineer giant electromechanical properties in thin films, with broader perspectives for other functional oxide systems. ",https://doi.org/10.1038/s41563-021-01098-w,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0E9ACF40>,Yes,potent(1)
0000-0001-7224-9954,Yangyang Zhang,"Peking University, Peking University First Hospital",Token-Mol 1.0: Tokenized drug design with large language model,1970,"  Significant interests have recently risen in leveraging sequence-based large language models (LLMs) for drug design. However, most current applications of LLMs in drug discovery lack the ability to comprehend three-dimensional (3D) structures, thereby limiting their effectiveness in tasks that explicitly involve molecular conformations. In this study, we introduced Token-Mol, a token-only 3D drug design model. This model encodes all molecular information, including 2D and 3D structures, as well as molecular property data, into tokens, which transforms classification and regression tasks in drug discovery into probabilistic prediction problems, thereby enabling learning through a unified paradigm. Token-Mol is built on the transformer decoder architecture and trained using random causal masking techniques. Additionally, we proposed the Gaussian cross-entropy (GCE) loss function to overcome the challenges in regression tasks, significantly enhancing the capacity of LLMs to learn continuous numerical values. Through a combination of fine-tuning and reinforcement learning (RL), Token-Mol achieves performance comparable to or surpassing existing task-specific methods across various downstream tasks, including pocket-based molecular generation, conformation generation, and molecular property prediction. Compared to existing molecular pre-trained models, Token-Mol exhibits superior proficiency in handling a wider range of downstream tasks essential for drug design. Notably, our approach improves regression task accuracy by approximately 30% compared to similar token-only methods. Token-Mol overcomes the precision limitations of token-only models and has the potential to integrate seamlessly with general models such as ChatGPT, paving the way for the development of a universal artificial intelligence drug design model that facilitates rapid and high-quality drug design by experts. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0EC8D210>,Yes,potent(1)
0000-0002-4048-4017,Xin Zhou,"Peking University, Peking University Third Hospital",Structuring and sampling complex conformation space: Weighted ensemble   dynamics simulations,1970,"  Based on multiple simulation trajectories, which started from dispersively selected initial conformations, the weighted ensemble dynamics method is designed to robustly and systematically explore the hierarchical structure of complex conformational space through the spectral analysis of the variance-covariance matrix of trajectory-mapped vectors. Non-degenerate ground state of the matrix directly predicts the ergodicity of simulation data. The ground state could be adopted as statistical weights of trajectories to correctly reconstruct the equilibrium properties, even though each trajectory only explores part of the conformational space. Otherwise, the degree of degeneracy simply gives the number of meta-stable states of the system under the time scale of individual trajectory. Manipulation on the eigenvectors leads to the classification of trajectories into non-transition ones within the states and transition ones between them. The transition states may also be predicted without a priori knowledge of the system. We demonstrate the application of the general method both to the system with a one-dimensional glassy potential and with the one of alanine dipeptide in explicit solvent. ",https://doi.org/10.1103/PhysRevE.80.026707,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0C9A36A0>,Yes,potent(1)
0000-0002-4048-4017,Xin Zhou,"Peking University, Peking University Third Hospital",A Continuous Opinion Dynamic Model in Co-evolving Networks--A Novel   Group Decision Approach,1970,"  Opinion polarization is a ubiquitous phenomenon in opinion dynamics. In contrast to the traditional consensus oriented group decision making (GDM) framework, this paper proposes a framework with the co-evolution of both opinions and relationship networks to improve the potential consensus level of a group and help the group reach a stable state. Taking the bound of confidence and the degree of individual's persistence into consideration, the evolution of the opinion is driven by the relationship among the group. Meanwhile, the antagonism or cooperation of individuals presented by the network topology also evolve according to the dynamic opinion distances. Opinions are convergent and the stable state will be reached in this co-evolution mechanism. We further explored this framework through simulation experiments. The simulation results verify the influence of the level of persistence on the time cost and indicate the influence of group size, the initial topology of networks and the bound of confidence on the number of opinion clusters. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0CD8E5C0>,Yes,potent(1)
0000-0002-4048-4017,Xin Zhou,"Peking University, Peking University Third Hospital",Large-Scale Modeling of Mobile User Click Behaviors Using Deep Learning,1970,"  Modeling tap or click sequences of users on a mobile device can improve our understandings of interaction behavior and offers opportunities for UI optimization by recommending next element the user might want to click on. We analyzed a large-scale dataset of over 20 million clicks from more than 4,000 mobile users who opted in. We then designed a deep learning model that predicts the next element that the user clicks given the user's click history, the structural information of the UI screen, and the current context such as the time of the day. We thoroughly investigated the deep model by comparing it with a set of baseline methods based on the dataset. The experiments show that our model achieves 48% and 71% accuracy (top-1 and top-3) for predicting next clicks based on a held-out dataset of test users, which significantly outperformed all the baseline methods with a large margin. We discussed a few scenarios for integrating the model in mobile interaction and how users can potentially benefit from the model. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0CF8CE50>,Yes,potent(1)
0000-0002-4048-4017,Xin Zhou,"Peking University, Peking University Third Hospital",The surface-tension-driven Benard conventions and unique sub-grain   cellular microstructures in 316L steel selective laser melting,1970,"  The unique sub-grain patterns have been found in some particular alloys (316L, Al-Si, Co-Cr-Mo) selective laser melting (SLM), the submicron-scale cellular, elongated cellular or even band structures are always coexisting inside one single macro-solidified grain. Furthermore, the cellular structures are symmetrical with hexagonal, pentagonal and square cellular patterns where the cellular size is only around 1{\mu}m. Single-layer and bulk 316L SLM experiments are presented that reveals the forming mechanism of these sub-grain cellular microstructures. Complex cellular sub-micron patterns were formed by the local convection and B\'enard Instabilities in front of the solid/liquid (S/L) interface (so-called mushy zones) affected by intricate temperature and surface tension gradients. In other words, this nonlinear self-organization phenomenon (B\'enard Instability) occurring at the S/L interface is superimposed on the macro-grain solidification process to form the sub-grain patterns/structures and elemental microsegregations. This simple and unified explanation can be expanded to other eutectic alloys formed by SLM, like the Al-Si system. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0D04D8F0>,Yes,intricate(1)
0000-0002-4048-4017,Xin Zhou,"Peking University, Peking University Third Hospital",Estimation and Inference for High-dimensional Multi-response Growth   Curve Model,1970,"  A growth curve model (GCM) aims to characterize how an outcome variable evolves, develops and grows as a function of time, along with other predictors. It provides a particularly useful framework to model growth trend in longitudinal data. However, the estimation and inference of GCM with a large number of response variables faces numerous challenges, and remains underdeveloped. In this article, we study the high-dimensional multivariate-response linear GCM, and develop the corresponding estimation and inference procedures. Our proposal is far from a straightforward extension, and involves several innovative components. Specifically, we introduce a Kronecker product structure, which allows us to effectively decompose a very large covariance matrix, and to pool the correlated samples to improve the estimation accuracy. We devise a highly non-trivial multi-step estimation approach to estimate the individual covariance components separately and effectively. We also develop rigorous statistical inference procedures to test both the global effects and the individual effects, and establish the size and power properties, as well as the proper false discovery control. We demonstrate the effectiveness of the new method through both intensive simulations, and the analysis of a longitudinal neuroimaging data for Alzheimer's disease. ",Kein DOI-Link verfügbar,<Element '{http://www.w3.org/2005/Atom}id' at 0x0000024A0CFC1EE0>,Yes,innovative(1)
