ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0002-2869-226X,Weichen Wang,CAU,Inference on Time Series Nonparametric Conditional Moment Restrictions   Using General Sieves,2022,"  General nonlinear sieve learnings are classes of nonlinear sieves that can approximate nonlinear functions of high dimensional variables much more flexibly than various linear sieves (or series). This paper considers general nonlinear sieve quasi-likelihood ratio (GN-QLR) based inference on expectation functionals of time series data, where the functionals of interest are based on some nonparametric function that satisfy conditional moment restrictions and are learned using multilayer neural networks. While the asymptotic normality of the estimated functionals depends on some unknown Riesz representer of the functional space, we show that the optimally weighted GN-QLR statistic is asymptotically Chi-square distributed, regardless whether the expectation functional is regular (root-$n$ estimable) or not. This holds when the data are weakly dependent beta-mixing condition. We apply our method to the off-policy evaluation in reinforcement learning, by formulating the Bellman equation into the conditional moment restriction framework, so that we can make inference about the state-specific value functional using the proposed GN-QLR method with time series data. In addition, estimating the averaged partial means and averaged partial derivatives of nonparametric instrumental variables and quantile IV models are also presented as leading examples. Finally, a Monte Carlo study shows the finite sample performance of the procedure ",Kein DOI-Link verfügbar,2301.00092v2,No,
0000-0002-2869-226X,Weichen Wang,CAU,Spectral Ranking Inferences based on General Multiway Comparisons,2023,"  This paper studies the performance of the spectral method in the estimation and uncertainty quantification of the unobserved preference scores of compared entities in a general and more realistic setup. Specifically, the comparison graph consists of hyper-edges of possible heterogeneous sizes, and the number of comparisons can be as low as one for a given hyper-edge. Such a setting is pervasive in real applications, circumventing the need to specify the graph randomness and the restrictive homogeneous sampling assumption imposed in the commonly used Bradley-Terry-Luce (BTL) or Plackett-Luce (PL) models. Furthermore, in scenarios where the BTL or PL models are appropriate, we unravel the relationship between the spectral estimator and the Maximum Likelihood Estimator (MLE). We discover that a two-step spectral method, where we apply the optimal weighting estimated from the equal weighting vanilla spectral method, can achieve the same asymptotic efficiency as the MLE. Given the asymptotic distributions of the estimated preference scores, we also introduce a comprehensive framework to carry out both one-sample and two-sample ranking inferences, applicable to both fixed and random graph settings. It is noteworthy that this is the first time effective two-sample rank testing methods have been proposed. Finally, we substantiate our findings via comprehensive numerical simulations and subsequently apply our developed methodologies to perform statistical inferences for statistical journals and movie rankings. ",Kein DOI-Link verfügbar,2308.02918v3,Yes,noteworthy(1)
0000-0002-2869-226X,Weichen Wang,CAU,Estimation of Out-of-Sample Sharpe Ratio for High Dimensional Portfolio   Optimization,2024,"  Portfolio optimization aims at constructing a realistic portfolio with significant out-of-sample performance, which is typically measured by the out-of-sample Sharpe ratio. However, due to in-sample optimism, it is inappropriate to use the in-sample estimated covariance to evaluate the out-of-sample Sharpe, especially in the high dimensional settings. In this paper, we propose a novel method to estimate the out-of-sample Sharpe ratio using only in-sample data, based on random matrix theory. Furthermore, portfolio managers can use the estimated out-of-sample Sharpe as a criterion to decide the best tuning for constructing their portfolios. Specifically, we consider the classical framework of Markowits mean-variance portfolio optimization with known mean vector and the high dimensional regime of $p/n \to c \in (0,\infty)$, where $p$ is the portfolio dimension and $n$ is the number of samples or time points. We propose to correct the sample covariance by a regularization matrix and provide a consistent estimator of its Sharpe ratio. The new estimator works well under either of three conditions: (1) bounded covariance spectrum, (2) arbitrary number of diverging spikes when $c < 1$, and (3) fixed number of diverging spikes when $c \ge 1$. We can also extend the results to construct global minimum variance portfolio and correct out-of-sample efficient frontier. We demonstrate the effectiveness of our approach through comprehensive simulations and real data experiments. Our results highlight the potential of this methodology as a powerful tool for portfolio optimization in high dimensional settings. ",Kein DOI-Link verfügbar,2406.03954v1,Yes,potent(1)
0000-0002-2869-226X,Weichen Wang,CAU,Global Convergence of Policy Gradient for Linear-Quadratic Mean-Field   Control/Game in Continuous Time,2020,"  Reinforcement learning is a powerful tool to learn the optimal policy of possibly multiple agents by interacting with the environment. As the number of agents grow to be very large, the system can be approximated by a mean-field problem. Therefore, it has motivated new research directions for mean-field control (MFC) and mean-field game (MFG). In this paper, we study the policy gradient method for the linear-quadratic mean-field control and game, where we assume each agent has identical linear state transitions and quadratic cost functions. While most of the recent works on policy gradient for MFC and MFG are based on discrete-time models, we focus on the continuous-time models where some analyzing techniques can be interesting to the readers. For both MFC and MFG, we provide policy gradient update and show that it converges to the optimal solution at a linear rate, which is verified by a synthetic simulation. For MFG, we also provide sufficient conditions for the existence and uniqueness of the Nash equilibrium. ",Kein DOI-Link verfügbar,2008.06845v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,Heterogeneity Adjustment with Applications to Graphical Model Inference,2016,"  Heterogeneity is an unwanted variation when analyzing aggregated datasets from multiple sources. Though different methods have been proposed for heterogeneity adjustment, no systematic theory exists to justify these methods. In this work, we propose a generic framework named ALPHA (short for Adaptive Low-rank Principal Heterogeneity Adjustment) to model, estimate, and adjust heterogeneity from the original data. Once the heterogeneity is adjusted, we are able to remove the biases of batch effects and to enhance the inferential power by aggregating the homogeneous residuals from multiple sources. Under a pervasive assumption that the latent heterogeneity factors simultaneously affect a large fraction of observed variables, we provide a rigorous theory to justify the proposed framework. Our framework also allows the incorporation of informative covariates and appeals to the ""Bless of Dimensionality"". As an illustrative application of this generic framework, we consider a problem of estimating high-dimensional precision matrix for graphical model inference based on multiple datasets. We also provide thorough numerical studies on both synthetic datasets and a brain imaging dataset to demonstrate the efficacy of the developed theory and methods. ",Kein DOI-Link verfügbar,1602.05455v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,Some statistics on generalized Motzkin paths with vertical steps,2022,"  Recently, several authors have considered lattice paths with various steps, including vertical steps permitted. In this paper, we consider a kind of generalized Motzkin paths, called {\it G-Motzkin paths} for short, that is lattice paths from $(0, 0)$ to $(n, 0)$ in the first quadrant of the $XOY$-plane that consist of up steps $\mathbf{u}=(1, 1)$, down steps $\mathbf{d}=(1, -1)$, horizontal steps $\mathbf{h}=(1, 0)$ and vertical steps $\mathbf{v}=(0, -1)$. We mainly count the number of G-Motzkin paths of length $n$ with given number of $\mathbf{z}$-steps for $\mathbf{z}\in \{\mathbf{u}, \mathbf{h}, \mathbf{v}, \mathbf{d}\}$, and enumerate the statistics ""number of $\mathbf{z}$-steps"" at given level in G-Motzkin paths for $\mathbf{z}\in \{\mathbf{u}, \mathbf{h}, \mathbf{v}, \mathbf{d}\}$, some explicit formulas and combinatorial identities are given by bijective and algebraic methods, some enumerative results are linked with Riordan arrays according to the structure decompositions of G-Motzkin paths. We also discuss the statistics ""number of $\mathbf{z}_1\mathbf{z}_2$-steps"" in G-Motzkin paths for $\mathbf{z}_1, \mathbf{z}_2\in \{\mathbf{u}, \mathbf{h}, \mathbf{v}, \mathbf{d}\}$, the exact counting formulas except for $\mathbf{z}_1\mathbf{z}_2=\mathbf{dd}$ are obtained by the Lagrange inversion formula and their generating functions. ",Kein DOI-Link verfügbar,2201.09231v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,Using Mobile Data and Deep Models to Assess Auditory Verbal   Hallucinations,2023,"  Hallucination is an apparent perception in the absence of real external sensory stimuli. An auditory hallucination is a perception of hearing sounds that are not real. A common form of auditory hallucination is hearing voices in the absence of any speakers which is known as Auditory Verbal Hallucination (AVH). AVH is fragments of the mind's creation that mostly occur in people diagnosed with mental illnesses such as bipolar disorder and schizophrenia. Assessing the valence of hallucinated voices (i.e., how negative or positive voices are) can help measure the severity of a mental illness. We study N=435 individuals, who experience hearing voices, to assess auditory verbal hallucination. Participants report the valence of voices they hear four times a day for a month through ecological momentary assessments with questions that have four answering scales from ``not at all'' to ``extremely''. We collect these self-reports as the valence supervision of AVH events via a mobile application. Using the application, participants also record audio diaries to describe the content of hallucinated voices verbally. In addition, we passively collect mobile sensing data as contextual signals. We then experiment with how predictive these linguistic and contextual cues from the audio diary and mobile sensing data are of an auditory verbal hallucination event. Finally, using transfer learning and data fusion techniques, we train a neural net model that predicts the valance of AVH with a performance of 54\% top-1 and 72\% top-2 F1 score. ",Kein DOI-Link verfügbar,2304.11049v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,Scheme for braiding Majorana zero modes in vortices using an STT-matrix,2024,"  Recently conducted experiments on two-dimensional topological superconductors have revealed various indications of Majorana zero modes (MZMs). However, progress in the manipulation of MZM braiding has been limited, impeding the realization of topological quantum computing. In this study, we propose a potential braiding scheme based on a spintronic device matrix. This scheme involves utilizing a matrix composed of spin-transfer torque devices (STT-matrix) alongside a two-dimensional topological superconductor material. By programming the ON/OFF states of the spintronic devices within the STT-matrix, it becomes possible to manipulate vortices hosting MZMs in the two-dimensional topological superconductor. To further investigate this concept, we construct a time-dependent Ginzburg-Landau model and perform numerical simulations to analyze vortex-driving dynamics, MZM braiding processes, and MZM fusion phenomena. Our findings demonstrate that this system exhibits high versatility and flexibility in manipulating vortices. With advancements in spintronic device technology, our proposed scheme offers a feasible and practical method for operating MZMs within vortices present in topological superconductors. ",Kein DOI-Link verfügbar,2404.18578v3,Yes,potent(1)
0000-0002-2869-226X,Weichen Wang,CAU,Estimation of the Laser Frequency Nosie Spectrum by Continuous Dynamical   Decoupling,2020,"  Decoherence induced by the laser frequency noise is one of the most important obstacles in the quantum information processing. In order to suppress this decoherence, the noise power spectral density needs to be accurately characterized. In particular, the noise spectrum measurement based on the coherence characteristics of qubits would be a meaningful and still challenging method. Here, we theoretically analyze and experimentally obtain the spectrum of laser frequency noise based on the continuous dynamical decoupling technique. We first estimate the mixture-noise (including laser and magnetic noises) spectrum up to $(2\pi)$530 kHz by monitoring the transverse relaxation from an initial state $+X$, followed by a gradient descent data process protocol. Then the contribution from the laser noise is extracted by enconding the qubits on different Zeeman sublevels. We also investigate two sufficiently strong noise components by making an analogy between these noises and driving lasers whose linewidth assumed to be negligible. This method is verified experimentally and finally helps to characterize the noise. ",https://doi.org/10.1103/PhysRevApplied.15.014033,2005.03908v3,No,
0000-0002-2869-226X,Weichen Wang,CAU,Simulating a Chern Insulator with C = $\pm$2 on Synthetic Floquet   Lattice,2024,"  The synthetic Floquet lattice, generated by multiple strong drives with mutually incommensurate frequencies, provides a powerful platform for the quantum simulation of topological phenomena. In this study, we propose a 4-band tight-binding model of the Chern insulator with a Chern number C = $\pm$2 by coupling two layers of the half-BHZ lattice and subsequently mapping it onto the Floquet lattice to simulate its topological properties. To determine the Chern number of our Floquet-version model, we extend the energy pumping method proposed by Martin et al. [Phys. Rev. X 7, 041008 (2017)] and the topological oscillation method introduced by Boyers et al. [Phys. Rev. Lett. 125, 160505 (2020)], followed by numerical simulations for both methodologies. The simulation results demonstrate the successful extraction of the Chern number using either of these methods, providing an excellent prediction of the phase diagram that closely aligns with the theoretical one derived from the original bilayer half-BHZ model. Finally, we briefly discuss a potential experimental implementation for our model. Our work demonstrates significant potential for simulating complex topological matter using quantum computing platforms, thereby paving the way for constructing a more universal simulator for non-interacting topological quantum states and advancing our understanding of these intriguing phenomena. ",https://doi.org/10.1088/0256-307X/41/9/090301,2405.11733v2,Yes,potent(2)
0000-0002-2869-226X,Weichen Wang,CAU,SDSS-IV MaNGA: Stellar rotational support in disk galaxies vs. central   surface density and stellar population age,2024,"  We investigate how the stellar rotational support changes as a function of spatially resolved stellar population age ($\rm D_n4000$) and relative central stellar surface density ($\Delta \Sigma_1$) for MaNGA isolated/central disk galaxies. We find that the galaxy rotational support $\lambda_{R_\mathrm{e}}$ varies smoothly as a function of $\Delta \Sigma_1$ and $\rm D_n4000$. $\rm D_n4000$ vs. $\Delta \Sigma_1$ follows a ""J-shape"", with $\lambda_{R_\mathrm{e}}$ contributing to the scatters. In this ""J-shaped"" pattern rotational support increases with central $\rm D_n4000$ when $\Delta \Sigma_1$ is low but decreases with $\Delta \Sigma_1$ when $\Delta \Sigma_1$ is high. Restricting attention to low-$\Delta \Sigma_1$ (i.e, large-radius) galaxies, we suggest that the trend of increasing rotational support with $\rm D_n4000$ for these objects is produced by a mix of two different processes, a primary trend characterized by growth in $\lambda_{R_\mathrm{e}}$ along with mass through gas accretion, on top of which disturbance episodes are overlaid, which reduce rotational support and trigger increased star formation. An additional finding is that star forming galaxies with low $\Delta \Sigma_1$ have relatively larger radii than galaxies with higher $\Delta \Sigma_1$ at fixed stellar mass. Assuming that these relative radii rankings are preserved while galaxies are star forming then implies clear evolutionary paths in central $\rm D_n4000$ vs. $\Delta \Sigma_1$. The paper closes with comments on the implications that these paths have for the evolution of pseudo-bulges vs. classical-bulges. The utility of using $\rm D_n4000$-$\Delta \Sigma_1$ to study $\lambda_{R_\mathrm{e}}$ reinforces the notion that galaxy kinematics correlate both with structure and with stellar-population state, and indicates the importance of a multi-dimensional description for understanding bulge and galaxy evolution. ",https://doi.org/10.1093/mnras/stae1939,2408.02669v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,Patient-independent Schizophrenia Relapse Prediction Using Mobile Sensor   based Daily Behavioral Rhythm Changes,2021,"  A schizophrenia relapse has severe consequences for a patient's health, work, and sometimes even life safety. If an oncoming relapse can be predicted on time, for example by detecting early behavioral changes in patients, then interventions could be provided to prevent the relapse. In this work, we investigated a machine learning based schizophrenia relapse prediction model using mobile sensing data to characterize behavioral features. A patient-independent model providing sequential predictions, closely representing the clinical deployment scenario for relapse prediction, was evaluated. The model uses the mobile sensing data from the recent four weeks to predict an oncoming relapse in the next week. We used the behavioral rhythm features extracted from daily templates of mobile sensing data, self-reported symptoms collected via EMA (Ecological Momentary Assessment), and demographics to compare different classifiers for the relapse prediction. Naive Bayes based model gave the best results with an F2 score of 0.083 when evaluated in a dataset consisting of 63 schizophrenia patients, each monitored for up to a year. The obtained F2 score, though low, is better than the baseline performance of random classification (F2 score of 0.02 $\pm$ 0.024). Thus, mobile sensing has predictive value for detecting an oncoming relapse and needs further investigation to improve the current performance. Towards that end, further feature engineering and model personalization based on the behavioral idiosyncrasies of a patient could be helpful. ",Kein DOI-Link verfügbar,2106.15353v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,MoodCapture: Depression Detection Using In-the-Wild Smartphone Images,2024,"  MoodCapture presents a novel approach that assesses depression based on images automatically captured from the front-facing camera of smartphones as people go about their daily lives. We collect over 125,000 photos in the wild from N=177 participants diagnosed with major depressive disorder for 90 days. Images are captured naturalistically while participants respond to the PHQ-8 depression survey question: \textit{``I have felt down, depressed, or hopeless''}. Our analysis explores important image attributes, such as angle, dominant colors, location, objects, and lighting. We show that a random forest trained with face landmarks can classify samples as depressed or non-depressed and predict raw PHQ-8 scores effectively. Our post-hoc analysis provides several insights through an ablation study, feature importance analysis, and bias assessment. Importantly, we evaluate user concerns about using MoodCapture to detect depression based on sharing photos, providing critical insights into privacy concerns that inform the future design of in-the-wild image-based mental health assessment tools. ",https://doi.org/10.1145/3613904.3642680,2402.16182v1,No,
0000-0002-2869-226X,Weichen Wang,CAU,The UV-optical Color Gradients in Star-Forming Galaxies at 0.5<z<1.5:   Origins and Link to Galaxy Assembly,2016,"  The rest-frame UV-optical (i.e., NUV-B) color index is sensitive to the low-level recent star formation and dust extinction, but it is insensitive to the metallicity. In this Letter, we have measured the rest-frame NUV-B color gradients in ~1400 large ($\rm r_e>0.18^{\prime\prime}$), nearly face-on (b/a>0.5) main-sequence star-forming galaxies (SFGs) between redshift 0.5 and 1.5 in the CANDELS/GOODS-S and UDS fields. With this sample, we study the origin of UV-optical color gradients in the SFGs at z~1 and discuss their link with the buildup of stellar mass. We find that the more massive, centrally compact, and more dust extinguished SFGs tend to have statistically more negative raw color gradients (redder centers) than the less massive, centrally diffuse, and less dusty SFGs. After correcting for dust reddening based on optical-SED fitting, the color gradients in the low-mass ($M_{\ast} <10^{10}M_{\odot}$) SFGs generally become quite flat, while most of the high-mass ($M_{\ast} > 10^{10.5}M_{\odot}$) SFGs still retain shallow negative color gradients. These findings imply that dust reddening is likely the principal cause of negative color gradients in the low-mass SFGs, while both increased central dust reddening and buildup of compact old bulges are likely the origins of negative color gradients in the high-mass SFGs. These findings also imply that at these redshifts the low-mass SFGs buildup their stellar masses in a self-similar way, while the high-mass SFGs grow inside out. ",https://doi.org/10.3847/2041-8205/822/2/L25,1604.05780v2,No,
0000-0002-2869-226X,Weichen Wang,CAU,Resolving the physics of Quasar Ly$α$ Nebulae (RePhyNe): I.   Constraining Quasar host halo masses through Circumgalactic Medium kinematics,2023,"  Ly$\alpha$ nebulae ubiquitously found around z>2 quasars can supply unique constraints on the properties of the Circumgalactic Medium, such as its density distribution, provided the quasar halo mass is known. We present a new method to constrain quasar halo masses based on the line-of-sight velocity dispersion maps of Ly$\alpha$ nebulae. By using MUSE-like mock observations obtained from cosmological hydrodynamic simulations under the assumption of maximal quasar fluorescence, we show that the velocity dispersion radial profiles of Ly$\alpha$-emitting gas are strongly determined by gravity and that they are thus self-similar with respect to halo mass when rescaled by the virial radius. Through simple analytical arguments and by exploiting the kinematics of HeII1640\.A emission for a set of observed nebulae, we show that Ly$\alpha$ radiative transfer effects plausibly do not change the shape of the velocity dispersion profiles but only their normalisation without breaking their self-similarity. Taking advantage of these results, we define the variable $\eta^{140-200}_{40-100}$ as the ratio of the median velocity dispersion in two specifically selected annuli and derive an analytical relation between $\eta^{140-200}_{40-100}$ and the halo mass which can be directly applied to observations. We apply our method to 37 observed quasar Ly$\alpha$ nebulae at 3<z<4.7 and find that their associated quasars are typically hosted by ~$10^{12.16 \pm 0.14}$ M$_{\odot}$ haloes independent of redshift within the explored range. This measurement, which is completely independent of clustering methods, is consistent with the lowest mass estimates based on quasar auto-correlation clustering at z~3 and with quasar-galaxies cross-correlation results. ",Kein DOI-Link verfügbar,2309.01506v1,No,
