PubDate,IDlist,TotalWords,Faculty,Year,Keyword,Count
2020-11-15 20:25:55+00:00,2011.07623v2,3893,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2019-01-24 03:28:36+00:00,1901.08214v1,5177,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2019-06-23 03:31:05+00:00,1906.09545v1,4722,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2022-02-17 18:43:02+00:00,2202.08820v1,3754,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2024-02-13 09:48:57+00:00,2402.08330v1,7049,Mathematisch-Naturwissenschaftliche Fakultät,2024,commendable,0.0
2007-08-28 16:10:38+00:00,0708.3769v1,3036,Mathematisch-Naturwissenschaftliche Fakultät,2007,commendable,0.0
2010-07-01 07:58:39+00:00,1007.0095v2,3134,Mathematisch-Naturwissenschaftliche Fakultät,2010,commendable,0.0
2013-03-06 15:39:38+00:00,1303.1357v1,2660,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2009-03-30 11:21:26+00:00,0903.5186v1,3632,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2009-10-07 16:51:10+00:00,0910.1281v1,4532,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2018-07-24 13:15:36+00:00,1807.09082v1,6381,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2012-08-14 06:43:30+00:00,1208.2791v1,6840,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2017-04-27 08:06:05+00:00,1704.08466v1,4391,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2018-09-08 12:22:18+00:00,1809.02793v1,4023,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2008-04-18 08:16:30+00:00,0804.2967v2,3626,Mathematisch-Naturwissenschaftliche Fakultät,2008,commendable,0.0
2019-05-21 12:58:02+00:00,1905.08591v1,3420,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2019-05-21 12:58:02+00:00,1905.08591v1,3420,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2021-10-18 09:15:20+00:00,2110.09120v1,7395,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2015-06-15 14:44:53+00:00,1506.04618v2,5998,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2019-10-18 07:25:03+00:00,1910.08289v2,7836,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2023-03-06 17:42:43+00:00,2303.03317v1,8459,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2015-12-14 21:53:27+00:00,1512.04576v1,4275,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2019-05-03 07:24:54+00:00,1905.01052v1,5945,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2016-02-01 14:05:10+00:00,1602.00533v1,5426,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2016-02-10 16:49:32+00:00,1602.03440v1,7678,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2017-10-30 09:54:48+00:00,1710.10834v1,10818,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2020-02-13 17:24:25+00:00,2002.09454v1,6855,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2016-12-28 16:30:30+00:00,1612.08922v1,2646,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2022-01-24 11:53:35+00:00,2201.09619v1,13167,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2016-11-10 12:55:48+00:00,1611.03289v1,7678,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2020-10-02 08:47:20+00:00,2010.00864v1,10296,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2012-06-07 15:17:48+00:00,1206.1520v1,10431,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2018-05-02 17:23:53+00:00,1805.00916v1,13501,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2018-04-25 14:09:39+00:00,1804.09579v2,8636,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2018-03-14 15:50:47+00:00,1803.05370v3,33576,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2018-02-13 16:40:12+00:00,1802.04722v1,11604,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2022-01-24 12:04:12+00:00,2201.09623v1,9481,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2019-01-07 13:10:33+00:00,1901.01787v1,11664,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2019-12-21 15:32:52+00:00,1912.10279v1,10472,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2014-06-02 08:46:48+00:00,1406.0293v1,10175,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2016-01-04 13:13:58+00:00,1601.00491v1,9496,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2020-06-03 13:13:02+00:00,2006.02253v1,20858,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2017-07-03 12:07:41+00:00,1707.00498v1,16644,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2019-09-25 17:25:53+00:00,1909.11632v1,16769,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2011-09-13 21:06:58+00:00,1109.2929v1,6198,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2015-07-13 14:29:17+00:00,1507.03473v2,7972,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2015-03-23 13:23:56+00:00,1503.06631v1,5205,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2019-02-18 14:58:42+00:00,1902.06602v2,14413,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2020-07-29 09:43:06+00:00,2007.14711v1,8058,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2017-12-19 12:34:20+00:00,1712.07301v1,13635,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2018-03-01 15:43:41+00:00,1803.00461v4,10938,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2013-06-17 09:51:35+00:00,1306.3789v1,3643,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2024-02-07 19:29:34+00:00,2402.08689v1,2408,Mathematisch-Naturwissenschaftliche Fakultät,2024,commendable,0.0
2019-01-04 11:47:43+00:00,1901.01065v1,9678,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2015-06-11 10:00:20+00:00,1506.03605v1,4144,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2016-12-23 16:48:03+00:00,1612.08033v1,3843,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2021-03-09 15:51:57+00:00,2103.05507v1,6781,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2023-01-09 15:24:04+00:00,2301.03425v1,4218,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2023-12-22 20:01:14+00:00,2312.15034v2,10743,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2012-03-09 09:03:30+00:00,1203.2019v1,5569,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2023-05-30 11:43:03+00:00,2305.18956v1,12666,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2013-10-01 13:25:54+00:00,1310.0283v1,21800,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2024-02-07 19:43:35+00:00,2402.05214v1,17767,Mathematisch-Naturwissenschaftliche Fakultät,2024,commendable,0.0
2013-04-16 15:05:25+00:00,1304.4483v1,4035,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2017-06-01 14:16:20+00:00,1706.00315v1,10900,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2019-09-25 13:41:07+00:00,1909.11489v2,5131,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2016-11-17 14:24:38+00:00,1611.05695v1,6844,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2017-09-07 12:16:25+00:00,1709.02199v1,6696,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2015-08-05 16:20:04+00:00,1508.01120v1,7966,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2015-04-15 11:13:36+00:00,1504.03859v1,11185,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2019-10-02 18:21:43+00:00,1910.01152v1,4970,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2020-04-07 09:47:18+00:00,2004.03229v1,6581,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2014-02-28 16:16:34+00:00,1402.7300v2,12653,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2014-09-29 11:34:45+00:00,1409.8079v3,10733,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2017-08-13 16:59:17+00:00,1708.03934v1,12392,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2012-07-24 13:29:41+00:00,1207.5693v3,11054,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2021-12-22 15:52:51+00:00,2112.11981v1,9597,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2013-11-21 11:33:58+00:00,1311.5371v1,8561,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2017-02-23 09:54:46+00:00,1702.07152v1,5143,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2018-01-16 14:41:22+00:00,1801.05267v1,4336,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2021-01-04 09:19:38+00:00,2101.00842v2,15302,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2021-10-13 11:15:11+00:00,2110.06644v1,9001,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2009-03-17 14:01:44+00:00,0903.2968v1,4049,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2013-09-25 07:39:05+00:00,1309.6416v1,3626,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2016-07-27 13:14:47+00:00,1607.08076v2,5153,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2017-03-23 13:57:06+00:00,1703.08074v1,5535,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2016-11-08 19:10:35+00:00,1611.02658v1,8987,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2012-05-23 14:52:50+00:00,1205.5191v2,24040,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2018-01-17 18:17:54+00:00,1801.05783v1,66227,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2015-07-15 07:44:51+00:00,1507.04107v2,12216,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2015-08-13 14:11:49+00:00,1508.03221v1,6662,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2022-02-21 09:16:09+00:00,2202.10061v1,22098,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2022-11-17 16:04:37+00:00,2211.09615v2,10818,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2023-12-22 19:52:57+00:00,2312.15030v2,30587,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2009-11-23 09:50:15+00:00,0911.4348v1,6418,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2012-01-09 08:40:29+00:00,1201.1711v1,4343,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2019-02-17 16:03:39+00:00,1902.06741v1,9887,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2020-09-19 07:13:21+00:00,2009.09180v1,6649,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2014-02-28 10:05:10+00:00,1402.7182v2,20347,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2012-01-09 09:25:24+00:00,1201.1714v2,13238,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2021-10-25 05:58:12+00:00,2110.12657v1,9345,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2016-02-22 20:30:21+00:00,1602.06928v2,10905,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2014-07-07 09:55:42+00:00,1407.1645v1,6037,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2016-08-16 14:03:44+00:00,1608.04601v2,11139,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2011-10-11 18:57:44+00:00,1110.2465v1,2470,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2011-10-15 21:30:03+00:00,1110.3440v1,5128,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2020-07-30 14:10:06+00:00,2007.15471v1,13722,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2020-08-11 09:47:24+00:00,2008.04605v1,9123,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2022-03-23 09:12:02+00:00,2203.12288v1,8298,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2023-04-21 08:27:40+00:00,2304.10807v1,10285,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2022-04-18 10:59:58+00:00,2204.08250v2,14127,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2019-07-19 11:52:54+00:00,1907.08473v1,10123,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2021-04-06 10:19:56+00:00,2104.02405v1,17890,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2023-03-08 13:41:58+00:00,2303.04576v1,13881,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2018-12-26 07:29:53+00:00,1812.10253v1,7240,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2022-12-16 07:55:35+00:00,2212.08326v2,44270,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2024-05-17 08:42:36+00:00,2405.10627v1,88966,Mathematisch-Naturwissenschaftliche Fakultät,2024,commendable,0.0
2012-06-14 17:15:46+00:00,1206.3185v1,3466,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2016-07-21 15:35:21+00:00,1607.06365v1,5969,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2009-09-18 18:16:13+00:00,0909.3496v1,4700,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2008-04-18 09:10:12+00:00,0804.2979v1,12678,Mathematisch-Naturwissenschaftliche Fakultät,2008,commendable,0.0
2015-03-17 15:46:33+00:00,1503.05099v1,21810,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2018-03-06 08:13:33+00:00,1803.02055v1,9071,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2007-11-23 15:03:01+00:00,0711.3734v2,10545,Mathematisch-Naturwissenschaftliche Fakultät,2007,commendable,0.0
2016-04-18 20:04:48+00:00,1604.05333v1,11927,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2008-12-31 16:16:01+00:00,0901.0106v1,6395,Mathematisch-Naturwissenschaftliche Fakultät,2008,commendable,0.0
2018-02-19 21:49:59+00:00,1802.06873v2,16896,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2007-11-29 16:15:11+00:00,0711.4760v1,1670,Mathematisch-Naturwissenschaftliche Fakultät,2007,commendable,0.0
2016-10-20 09:14:09+00:00,1610.07879v3,9328,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2017-04-07 11:53:49+00:00,1704.02193v2,6823,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2019-09-19 09:29:16+00:00,1909.08883v1,5398,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2016-03-31 11:07:59+00:00,1603.09525v1,8286,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2009-05-03 08:29:15+00:00,0905.0252v1,9845,Mathematisch-Naturwissenschaftliche Fakultät,2009,commendable,0.0
2013-06-18 20:00:00+00:00,1306.4312v2,12540,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2023-12-03 18:59:20+00:00,2312.01483v1,9454,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2019-04-29 07:16:17+00:00,1904.12474v1,40891,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2020-12-07 12:17:13+00:00,2012.03626v1,9433,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2021-09-10 11:38:45+00:00,2109.04799v1,11330,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2018-02-20 10:35:46+00:00,1802.07050v2,12627,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2018-02-20 10:35:46+00:00,1802.07050v2,12627,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2012-07-18 09:44:22+00:00,1207.4318v1,8010,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2018-01-22 16:27:09+00:00,1801.07184v2,6382,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2016-06-13 15:53:07+00:00,1606.04004v2,12477,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
2013-08-08 12:37:32+00:00,1308.1829v1,4130,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2018-08-08 10:04:24+00:00,1808.02702v2,51014,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2021-06-10 16:56:06+00:00,2106.05908v1,10919,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2012-11-06 17:56:12+00:00,1211.2758v1,2336,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2014-01-31 17:35:09+00:00,1401.8236v3,13549,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2011-08-10 18:54:53+00:00,1108.2245v3,9267,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2010-12-21 19:18:49+00:00,1012.4769v1,15575,Mathematisch-Naturwissenschaftliche Fakultät,2010,commendable,0.0
2012-12-19 10:12:06+00:00,1212.4614v1,7181,Mathematisch-Naturwissenschaftliche Fakultät,2012,commendable,0.0
2013-05-07 10:04:17+00:00,1305.1455v1,3818,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2015-01-30 14:43:59+00:00,1501.07790v2,8761,Mathematisch-Naturwissenschaftliche Fakultät,2015,commendable,0.0
2021-05-30 13:04:30+00:00,2105.14525v2,4748,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2020-03-30 18:26:01+00:00,2003.13731v2,15133,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2007-12-15 16:16:18+00:00,0712.2526v3,8219,Mathematisch-Naturwissenschaftliche Fakultät,2007,commendable,0.0
2014-11-26 11:10:50+00:00,1411.7181v2,12472,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2011-12-06 11:30:21+00:00,1112.1238v1,13585,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2020-04-06 08:33:16+00:00,2004.02481v1,10220,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2014-04-19 10:24:04+00:00,1404.4943v1,18683,Mathematisch-Naturwissenschaftliche Fakultät,2014,commendable,0.0
2011-03-16 07:48:11+00:00,1103.3117v1,7896,Mathematisch-Naturwissenschaftliche Fakultät,2011,commendable,0.0
2013-04-04 18:47:22+00:00,1304.1462v2,5502,Mathematisch-Naturwissenschaftliche Fakultät,2013,commendable,0.0
2021-04-08 04:58:34+00:00,2104.03510v3,2941,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2023-05-23 11:23:38+00:00,2306.06207v1,2071,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2020-05-13 10:55:33+00:00,2005.07495v1,11810,Mathematisch-Naturwissenschaftliche Fakultät,2020,commendable,0.0
2010-11-29 15:24:49+00:00,1011.6258v1,7689,Mathematisch-Naturwissenschaftliche Fakultät,2010,commendable,0.0
2021-04-23 19:08:44+00:00,2104.11788v2,2720,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2022-04-06 18:00:17+00:00,2204.03010v1,3480,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2023-10-04 07:23:25+00:00,2310.02621v1,8567,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2023-03-08 09:26:46+00:00,2303.04462v2,10388,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2023-05-02 19:29:23+00:00,2305.01748v1,3931,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2021-10-14 18:13:59+00:00,2110.07648v1,8324,Mathematisch-Naturwissenschaftliche Fakultät,2021,commendable,0.0
2022-11-04 13:28:02+00:00,2211.02440v2,9701,Mathematisch-Naturwissenschaftliche Fakultät,2022,commendable,0.0
2024-02-20 23:27:56+00:00,2402.13423v1,7760,Mathematisch-Naturwissenschaftliche Fakultät,2024,commendable,0.0
2018-10-30 13:49:08+00:00,1810.12734v1,3292,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2017-06-01 22:48:49+00:00,1706.00516v1,9761,Mathematisch-Naturwissenschaftliche Fakultät,2017,commendable,0.0
2018-12-31 16:04:16+00:00,1901.00399v1,9364,Mathematisch-Naturwissenschaftliche Fakultät,2018,commendable,0.0
2019-06-24 09:44:46+00:00,1906.10551v1,10606,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2023-03-27 18:11:16+00:00,2303.15529v3,13019,Mathematisch-Naturwissenschaftliche Fakultät,2023,commendable,0.0
2019-11-25 22:07:44+00:00,1911.12300v1,9103,Mathematisch-Naturwissenschaftliche Fakultät,2019,commendable,0.0
2016-05-12 10:29:29+00:00,1605.03747v1,5731,Mathematisch-Naturwissenschaftliche Fakultät,2016,commendable,0.0
