ORCID,Author,Institution,Title,PubDate,Abstract,DOI,IDlist,flag,found_words
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,Compact radio emission from z~0.2 X-ray bright AGN,2012,"  Radio and X-ray emission of AGN appears to be correlated. The details of the underlying physical processes, however, are still not fully understood, i.e., to what extent is the X-ray and radio emission originating from the same relativistic particles or from the accretion-disk or corona or both. We study the cm radio emission of an SDSS/ROSAT/FIRST matched sample of 13 X-raying AGN in the redshift range 0.11< z < 0.37 at high angular resolution with the goal of searching for jet structures or diffuse, extended emission on sub-kpc scales. We use MERLIN at 18 cm for all objects and Western EVN at 18 cm for four objects to study the radio emission on scales of ~500 pc and ~40 pc for the MERLIN and EVN observations, respectively. The detected emission is dominated by compact nuclear radio structures. We find no kpc collimated jet structures. The EVN data indicate for compact nuclei on 40 pc scales, with brightness temperatures typical for accretion-disk scenarios. Comparison with FIRST shows that the 18 cm emission is resolved out up to 50% by MERLIN. Star-formation rates based on large aperture SDSS spectra are generally too small to produce considerable contamination of the nuclear radio emission. We can, therefore, assume the 18 cm flux densities to be produced in the nuclei of the AGN. Together with the ROSAT soft X-ray luminosities and black hole mass estimates from the literature, our sample objects follow closely the Merloni et al. (2003) fundamental plane relation, which appears to trace the accretion processes. Detailed X-ray spectral modeling from deeper hard X-ray observations and higher angular resolution at radio wavelengths are required to further proceed in the disentangling of jet and accretion related processes. ",https://doi.org/10.1051/0004-6361/201118200,1204.3162v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,A low-redshift low luminosity QSO sample: Comparison with NUGA galaxies   and PG QSOs and first interferometric images of three sample members,2013,"  The low luminosity QSO (LLQSO) sample consists of type 1 active galactic nuclei (AGN) up to a redshift of z=0.06 in the Hamburg/ESO QSO survey. Its purpose is to study how the brightest AGN in the nearby universe evolve with respect to AGN activity and host properties as a function of redshift. We show that our sample lies well between the NUclei of GAlaxies (NUGA) sample and the Palomar Green (PG) QSO sample in terms of redshift, gas masses and luminosities and seems to connect them. The continuous growth in mass, luminosity and, linked to this, the AGN activity over the samples has either a statistical reason or is indicative of an evolutionary link between the different populations and might be related to cosmic downsizing. In addition, we present first results of our observations of three galaxies from our sample with the Submillimeter Array (SMA). ",Kein DOI-Link verfügbar,1309.6921v2,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,BENN: Bias Estimation Using Deep Neural Network,2020,"  The need to detect bias in machine learning (ML) models has led to the development of multiple bias detection methods, yet utilizing them is challenging since each method: i) explores a different ethical aspect of bias, which may result in contradictory output among the different methods, ii) provides an output of a different range/scale and therefore, can't be compared with other methods, and iii) requires different input, and therefore a human expert needs to be involved to adjust each method according to the examined model. In this paper, we present BENN -- a novel bias estimation method that uses a pretrained unsupervised deep neural network. Given a ML model and data samples, BENN provides a bias estimation for every feature based on the model's predictions. We evaluated BENN using three benchmark datasets and one proprietary churn prediction model used by a European Telco and compared it with an ensemble of 21 existing bias estimation methods. Evaluation results highlight the significant advantages of BENN over the ensemble, as it is generic (i.e., can be applied to any ML model) and there is no need for a domain expert, yet it provides bias estimations that are aligned with those of the ensemble. ",Kein DOI-Link verfügbar,2012.12537v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,What produces the extended LINER-type emission in the NUGA galaxy NGC   5850?,2013,"  (Abridged) The role of low ionization nuclear emission region (LINER) galaxies within the picture of active galactic nuclei (AGN) has been controversial. It is still not clear whether they host an AGN in a low accretion mode, or whether they are not active at all but dominated by alternative ionization mechanisms, namely shocks, winds/outflows, or photoionization by a post asymptotic giant branch (p-AGB) stellar population. The detection of extended LINER-like emission was often taken as evidence of ionization by stellar components but this has not been undisputed. We performed optical integral field spectroscopic observations on the central approx. 4 kpc of NGC 5850 using VIMOS at the VLT, which provides spatially-resolved spectra for the gas emission and the stellar continuum. We derive and analyse emission line and kinematic maps. We find the central few kpc of NGC 5850 to be dominated by extended LINER-like emission. The emission-line ratios that are sensitive to the ionization parameter increase with radial distance to the nucleus. Therefore, the extended LINER-like emission in NGC 5850 is dominated by ionization from distributed ionization sources, probably by stars on the p-AGB. The LINER-like region is surrounded by emission that is classed as 'composite', likely due to a mixture of a LINER-like ionization pattern and photoionization by low-level star formation. Two star-forming regions are present in the 21""x19"" field of view. One of them is located approximately in the ring surrounding the kinematically decoupled core. The second one is close to the nucleus and is the origin of a region of decreased emission line ratios oriented radially outwards. We find the interstellar gas to have areas of steep velocity gradients and a complex kinematic morphology, probably caused by the lopsided (m=1) distribution of the gas. The inflow of gas toward the center appears possible. ",https://doi.org/10.1051/0004-6361/201322009,1308.3492v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,Molecular gas in the immediate vicinity of Sgr A* seen with ALMA,2017,"  We report serendipitous detections of line emission with ALMA in band 3, 6, and 7 in the central parsec of the Galactic center at an up to now highest resolution (<0.7''). Among the highlights are the very first and highly resolved images of sub-mm molecular emission of CS, H13CO+, HC3N, SiO, SO, C2H, and CH3OH in the immediate vicinity (~1'' in projection) of Sgr A* and in the circumnuclear disk (CND). The central association (CA) of molecular clouds shows three times higher CS/X (X: any other observed molecule) luminosity ratios than the CND suggesting a combination of higher excitation - by a temperature gradient and/or IR-pumping - and abundance enhancement due to UV- and/or X-ray emission. We conclude that the CA is closer to the center than the CND is and could be an infalling clump consisting of denser cloud cores embedded in diffuse gas. Moreover, we identified further regions in and outside the CND that are ideally suited for future studies in the scope of hot/cold core and extreme PDR/XDR chemistry and consequent star formation in the central few parsecs. ",https://doi.org/10.1017/S1743921316012126,1707.02951v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,Ab Initio No Core Shell Model - Recent Results and Further Prospects,2015,  There has been significant recent progress in solving the long-standing problems of how nuclear shell structure and collective motion emerge from underlying microscopic inter-nucleon interactions. We review a selection of recent significant results within the ab initio No Core Shell Model (NCSM) closely tied to three major factors enabling this progress: (1) improved nuclear interactions that accurately describe the experimental two-nucleon and three-nucleon interaction data; (2) advances in algorithms to simulate the quantum many-body problem with strong interactions; and (3) continued rapid development of high-performance computers now capable of performing $20 \times 10^{15}$ floating point operations per second. We also comment on prospects for further developments. ,Kein DOI-Link verfügbar,1507.04693v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,Probing the physics of narrow-line regions of Seyfert galaxies I: The   case of NGC 5427,2014,"  We have used the Wide Field Spectrograph (WiFeS) on the ANU 2.3m telescope at Siding Spring to observe the nearby, nearly face-on, Seyfert 2 galaxy, NGC 5427. We have obtained integral field spectroscopy of both the nuclear regions and the HII regions in the spiral arms. We have constrained the chemical abundance in the interstellar medium of the extended narrow line region (ENLR) by measuring the abundance gradient in the circum-nuclear \ion{H}{ii} regions to determine the nuclear chemical abundances, and to use these to in turn determine the EUV spectral energy distribution for comparison with theoretical models. We find a very high nuclear abundance, $\sim 3.0$ times solar, with clear evidence of a nuclear enhancement of N and He, possibly caused by massive star formation in the extended ($\sim 100$pc) central disk structure. The circum-nuclear narrow-line region spectrum is fit by a radiation pressure dominated photoionisation model model with an input EUV spectrum from a Black Hole with mass $5\times10^7 M_{\odot}$ radiating at $\sim 0.1$ of its Eddington luminosity. The bolometric luminosity is closely constrained to be $\log L_{\mathrm bol.} = 44.3\pm 0.1$ erg s$^{-1}$. The EUV spectrum characterised by a soft accretion disk and a harder component extending to above 15keV. The ENLR region is extended in the NW-SE direction. The line ratio variation in circum-nuclear spaxels can be understood as the result of mixing \ion{H}{ii} regions with an ENLR having a radius-invariant spectrum. ",https://doi.org/10.1051/0004-6361/201423467,1404.3369v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,ALMA backed NIR high resolution integral field spectroscopy of the NUGA   galaxy NGC 1433,2014,"  We present the results of near-infrared (NIR) H- and K-band European Southern Observatory SINFONI integral field spectroscopy (IFS) of the Seyfert 2 galaxy NGC 1433. We present emission and absorption line measurements in the central kpc of NGC 1433. We detect a narrow Balmer line and several H2 lines. We find that the stellar continuum peaks in the optical and NIR in the same position, indicating that there is no covering of the center by a nuclear dust lane. A strong velocity gradient is detected in all emission lines at that position. The position angle of this gradient is at 155\deg whereas the galactic rotation is at a position angle of 201\deg. Our measures of the molecular hydrogen lines, hydrogen recombination lines, and [Feii] indicate that the excitation at the nucleus is caused by thermal excitation, i.e. shocks which can be associated with active galactic nuclei emission, supernovae or outflows. The line ratios [Feii]/Pa{\beta} and H2/Br{\gamma} show a Seyfert to LINER identification of the nucleus. The stellar continuum is dominated by spectral signatures of red-giant M stars. The stellar line-of-sight velocity follows the galactic field whereas the light continuum follows the nuclear bar. The dynamical center of NGC 1433 coincides with the optical and NIR center of the galaxy and the black hole position. Within the central arcsecond, the molecular hydrogen and the 12CO(3-2) emissions - observed in the NIR and in the sub-millimeter with SINFONI and ALMA, respectively - are indicative for a nuclear outflow originating from the galaxy's SMBH. A small circum nuclear disk cannot be fully excluded. Derived gravitational torques show that the nuclear bar is able to drive gas inwards to scales where viscosity torques and dynamical friction become important. The black hole mass derived using stellar velocity dispersion is 10^7 M_sun. ",https://doi.org/10.1051/0004-6361/201423642,1404.6562v2,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,Approaching hell's kitchen: Molecular daredevil clouds in the vicinity   of Sgr A*,2016,"  We report serendipitous detections of line emission with the Atacama Large Millimeter/submillimeter Array (ALMA) in band 3, 6, and 7 in the central parsec down to within 1"" around Sgr A* at an up to now highest resolution (<0.5"") view of the Galactic Center (GC) in the sub-millimeter (sub-mm) domain. From the 100 GHz continuum and the H39\alpha emission we obtain a uniform electron temperature around 6000 K for the minispiral. The spectral index of Sgr A* is ~ 0.5 at 100 - 250 GHz and ~ 0.0 at 230 - 340 GHz. The bright sources in the center show spectral indices around -0.1 implying Bremsstrahlung emission, while dust emission is emerging in the minispiral exterior. Apart from CS, which is most widespread in the center, H13CO+, HC3N, SiO, SO, C2H, CH3OH, 13CS and N2H+ are also detected. The bulk of the clumpy emission regions is at positive velocities and in a region confined by the minispiral northern arm, bar and the sources IRS 3 and 7. Although partly spatially overlapping with the radio recombination line (RRL) emission at same negative velocities, the relation to the minispiral remains unclear. A likely explanation is an infalling clump consisting of denser cloud cores embedded in diffuse gas. The central association of clouds (CA) shows three times higher CS/X (X: any other observed molecule) ratios than the circumnuclear disk (CND) suggesting a combination of higher excitation, by a temperature gradient and/or IR-pumping, and abundance enhancement due to UV- and/or X-ray emission. Hence, we conclude that this CA is closer to the center than the CND is to the center. Moreover, we find molecular emission at velocities up to 200 km s-1. ... ",https://doi.org/10.1051/0004-6361/201628385,1603.00801v2,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,A low-luminosity type-1 QSO sample: IV. Molecular gas contents and   conditions of star formation in three nearby Seyfert galaxies,2017,"  We present a pilot study of ~ 3"" resolution observations of low CO transitions with the Submillimeter Array in three nearby Seyfert galaxies, which are part of the low-luminosity quasi-stellar object (LLQSOs) sample consisting of 99 nearby (z = 0.06) type-1 active galactic nuclei (AGN) taken from the Hamburg/ESO quasi-stellar object (QSO) survey. Two sources were observed in 12CO(2-1) and 13CO(2-1) and the third in 12CO(3-2) and HCO+(4-3). None of the sources is detected in continuum emission. More than 80% of the 12CO detected molecular gas is concentrated within a diameter (FWHM) < 1.8 kpc. 13CO is tentatively detected, while HCO+ emission could not be detected. All three objects show indications of a kinematically decoupled central unresolved molecular gas component. The molecular gas masses of the three galaxies are in the range M_mol = (0.7 - 8.7) x 10^9 M_sun. We give lower limits for the dynamical masses of M_dyn > 1.5 x 10^9 M_sun and for the dust masses of M_dust > 1.6 x 10^6 M_sun. The R21 =12CO/13CO(2-1) line luminosity ratios show Galactic values of R21 ~ 5 - 7 in the outskirts and R21 > 20 in the central region, similar to starbursts and (ultra)luminous infrared galaxies ((U)LIRGs; i.e. LIRGs and ULIRGs), implying higher temperatures and stronger turbulence. All three sources show indications of 12CO(2-1)/12CO(1-0) ratios of ~ 0.5, suggesting a cold or diffuse gas phase. Strikingly, the 12CO(3-2)/(1-0) ratio of ~ 1 also indicates a higher excited phase. Since these galaxies have high infrared luminosities of L_IR > 10^11 L_sun and seem to contain a circumnuclear starburst with minimum surface densities of gas and star formation rate (SFR) around {\Sigma}_mol = 50 - 550 M_sun pc^-2 and {\Sigma}_SFR = 1.1 - 3.1 M_sun kpc^-2 yr^-1, we conclude that the interstellar medium in the centers of these LIRG Seyferts is strongly affected by violent star formation and better ... ",https://doi.org/10.1051/0004-6361/201526358,1707.01081v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,A low-luminosity type-1 QSO sample: I. Overluminous host spheroidals or   undermassive black holes?,2013,"  Recognizing the properties of the host galaxies of quasi-stellar objects (QSOs) is essential to understand the suspected coevolution of central supermassive black holes (BHs) and their host galaxies. We selected a subsample of the Hamburg/ESO survey for bright UV-excess QSOs, containing only the 99 nearest QSOs with redshift z<=0.06, that are close enough to allow detailed structural analysis. From this ""low-luminosity type-1 QSO sample"", we observed 20 galaxies and performed aperture photometry and bulge-disk-bar-AGN-decomposition with BUDDA on near-infrared J, H, K band images. From the photometric decomposition of these 20 objects and visual inspection of images of another 26, we find that ~50% of the hosts are disk galaxies and most of them (86%) are barred. Stellar masses, calculated from parametric models based on inactive galaxy colors, range from 2x10^9 M_sun to 2x10^11 M_sun. Black hole masses measured from single epoch spectroscopy range from 1x10^6 M_sun to 5x10^8 M_sun. In comparison to higher luminosity QSO samples, LLQSOs tend to have lower stellar and BH masses. Also, in the effective radius vs. mean surface-brightness projection of the fundamental plane, they lie in the transition area between luminous QSOs and ""normal"" galaxies. This can be seen as further evidence that they can be pictured as a ""bridge"" between the local Seyfert population and luminous QSOs at higher redshift. Eleven low-luminosity QSOs for which we have reliable morphological decompositions and BH mass estimations lie below the published BH mass vs. bulge luminosity relations for inactive galaxies. This could be partially explained by bulges of active galaxies containing much younger stellar populations than bulges of inactive galaxies. Also, one could suspect that their BHs are undermassive. This might hint at the growth of the host spheroid to precede that of the BH. ",https://doi.org/10.1051/0004-6361/201322486,1310.0272v2,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,A low-luminosity type-1 QSO sample. V. Overluminous host spheroids and   their excitation mechanisms,2015,"  We present near-infrared (NIR) $H+K$-band longslit spectra of eleven galaxies which are obtained with SOFI at the NTT (ESO). The galaxies are chosen from the low-luminosity type-1 quasi-stellar object (LLQSO) sample which comprises the 99 closest ($z\leq 0.06$) QSOs from the Hamburg/ESO survey for bright UV-excess QSOs. These objects are ideal targets to study the gap between local Seyfert galaxies and high-redshift quasars, since they show much stronger AGN activity compared to local objects but are still close enough for a detailed structural analysis.   We fit hydrogen recombination, molecular hydrogen, and [FeII] lines after carefully subtracting the continuum emission. From the broad Pa$\alpha$ components, we estimate black hole masses and enlarge the sample of LLQSOs that show a deviation from the $M_\mathrm{BH}-L_\mathrm{bulge}$ relations of inactive galaxies from 12 to 16 objects.   All objects show emission from hot dust ($T\sim 1200\,\mathrm{K}$) as well as stellar contribution. However, the particular fractions vary a lot between the objects. More than half of the objects show H$_2$ emission lines that are indicating a large reservoir of molecular gas which is needed to feed the AGN and star formation.   In the NIR diagnostic diagram all objects lie in the location of AGN dominated objects. However, most of the objects show indications of star formation activity, suggesting that their offset location with respect to $M_\mathrm{BH}-L_\mathrm{bulge}$ relations of inactive galaxies may be a consequence of overluminous bulges. ",https://doi.org/10.1051/0004-6361/201526753,1511.00904v1,No,
0000-0003-3147-9125,Sebastian Fischer,Regensburg Universität der Angewandte Wissenschaften,"Go-Smart: Open-Ended, Web-Based Modelling of Minimally Invasive Cancer   Treatments via a Clinical Domain Approach",2018,"  Clinicians benefit from online treatment planning systems, through off-site accessibility, data sharing and professional interaction. As well as enhancing clinical value, incorporation of simulation tools affords innovative avenues for open-ended, multi-disciplinary research collaboration. An extensible system for clinicians, technicians, manufacturers and researchers to build on a simulation framework is presented. This is achieved using a domain model that relates entities from theoretical, engineering and clinical domains, allowing algorithmic generation of simulation configuration for several open source solvers.   The platform is applied to Minimally Invasive Cancer Treatments (MICTs), allowing interventional radiologists to upload patient data, segment patient images and validate simulated treatments of radiofrequency ablation, cryoablation, microwave ablation and irreversible electroporation. A traditional radiology software layout is provided in-browser for clinical use, with simple, guided simulation, primarily for training and research. Developers and manufacturers access a web-based system to manage their own simulation components (equipment, numerical models and clinical protocols) and related parameters.   This system is tested by interventional radiologists at four centres, using pseudonymized patient data, as part of the Go-Smart Project (http://gosmart-project.eu). The simulation technology is released as a set of open source components http://github.com/go-smart. ",Kein DOI-Link verfügbar,1803.09166v1,Yes,innovative(1)
0000-0002-1440-1652,Michael Sterner,Regensburg Universität der Angewandte Wissenschaften,The impact of temporal hydrogen regulation on hydrogen exporters and   their domestic energy transition,2024,"  As global demand for green hydrogen rises, potential hydrogen exporters move into the spotlight. However, the large-scale installation of on-grid hydrogen electrolysis for export can have profound impacts on domestic energy prices and energy-related emissions. Our investigation explores the interplay of hydrogen exports, domestic energy transition and temporal hydrogen regulation, employing a sector-coupled energy model in Morocco. We find substantial co-benets of domestic climate change mitigation and hydrogen exports, whereby exports can reduce domestic electricity prices while mitigation reduces hydrogen export prices. However, increasing hydrogen exports quickly in a system that is still dominated by fossil fuels can substantially raise domestic electricity prices, if green hydrogen production is not regulated. Surprisingly, temporal matching of hydrogen production lowers domestic electricity cost by up to 31% while the effect on exporters is minimal. This policy instrument can steer the welfare (re-)distribution between hydrogen exporting firms, hydrogen importers, and domestic electricity consumers and hereby increases acceptance among actors. ",Kein DOI-Link verfügbar,2405.14717v1,Yes,potent(1)
0000-0002-7870-0504,Philipp Rumschinski,Hochschule Furtwangen Fakultät Mechanical and Medical Engineering,Estimation of consistent parameter sets for continuous-time nonlinear   systems using occupation measures and LMI relaxations,2013,"  Obtaining initial conditions and parameterizations leading to a model consistent with available measurements or safety specifications is important for many applications. Examples include model (in-)validation, prediction, fault diagnosis, and controller design. We present an approach to determine inner- and outer-approximations of the set containing all consistent initial conditions/parameterizations for nonlinear continuous-time systems. These approximations are found by occupation measures that encode the system dynamics and measurements, and give rise to an infinite-dimensional linear program. We exploit the flexibility and linearity of the decision problem to incorporate uncertain-but-bounded and pointwise-in-time state and output constraints, a feature which was not addressed in previous works. The infinite-dimensional linear program is relaxed by a hierarchy of LMI problems that provide certificates in case no consistent initial condition/parameterization exists. Furthermore, the applied LMI relaxation guarantees that the approximations converge (almost uniformly) to the true consistent set. We illustrate the approach with a biochemical reaction network involving unknown initial conditions and parameters. ",Kein DOI-Link verfügbar,1303.4615v1,No,
